rank,artist_name,sub_agency,score,chart_momentum_raw,chart_momentum_norm,youtube_subs_norm,platforms_hit,youtube_subscribers
1,RESCENE,THE MUZE Entertainment,0.752536,1765.0,1.0,0.1751,1,865000
2,ATEEZ,KQ Entertainment,0.506111,683.0,0.387,0.7841,4,5180000
3,IVE,Starship Entertainment,0.323874,224.0,0.1269,0.7835,2,5170000
4,i-dle,Cube Entertainment,0.300793,2.0,0.0011,1.0,1,9770000
5,MAMAMOO,RBW,0.263607,0.0,0.0,0.8787,0,6840000
6,Kep1er,WakeOne,0.16249,0.0,0.0,0.5416,0,2540000
7,izna,WakeOne,0.15389,36.0,0.0204,0.4654,1,2030000
8,ZEROBASEONE,WakeOne,0.147213,8.0,0.0045,0.4801,1,2120000
9,KiiiKiii,Starship Entertainment,0.14119,356.0,0.2017,0.0,1,517000
10,STAYC,High Up Entertainment,0.130685,0.0,0.0,0.4356,0,1860000
11,ONEUS,RBW,0.127366,32.0,0.0181,0.3823,1,1590000
12,YENA,Yuehua Entertainment,0.124225,86.0,0.0487,0.3004,2,1250000
13,P1Harmony,FNC Entertainment,0.123877,0.0,0.0,0.4129,0,1740000
14,PLAVE,VLAST,0.096201,28.0,0.0159,0.2837,1,1190000
15,CIX,C9 Entertainment,0.06734,0.0,0.0,0.2245,0,1000000
