rank,artist_name,sub_agency,score,chart_momentum_raw,chart_momentum_norm,youtube_subs_norm,platforms_hit,youtube_subscribers
1,RESCENE,THE MUZE Entertainment,0.764654,2497.0,1.0,0.2155,2,1150000
2,ATEEZ,KQ Entertainment,0.619085,1363.0,0.5459,0.79,4,5530000
3,KiiiKiii,Starship Entertainment,0.463116,1652.0,0.6616,0.0,2,638000
4,i-dle,Cube Entertainment,0.301682,6.0,0.0024,1.0,1,9820000
5,IVE,Starship Entertainment,0.287213,201.0,0.0805,0.7696,2,5230000
6,MAMAMOO,RBW,0.260155,0.0,0.0,0.8672,0,6830000
7,ZEROBASEONE,WakeOne,0.170741,139.0,0.0557,0.4392,2,2120000
8,Kep1er,WakeOne,0.151176,0.0,0.0,0.5039,0,2530000
9,izna,WakeOne,0.143813,58.0,0.0232,0.4252,2,2040000
10,P1Harmony,FNC Entertainment,0.118641,26.0,0.0104,0.3712,1,1760000
11,STAYC,High Up Entertainment,0.117417,0.0,0.0,0.3914,0,1860000
12,ONEUS,RBW,0.100205,0.0,0.0,0.334,0,1590000
13,YENA,Yuehua Entertainment,0.07726,0.0,0.0,0.2575,0,1290000
14,PLAVE,VLAST,0.069324,0.0,0.0,0.2311,0,1200000
15,CIX,C9 Entertainment,0.049317,0.0,0.0,0.1644,0,1000000
