track_id,agency,sub_agency,artist_name_en,track_name,release_date,track_type,youtube_video_id,artwork_url,selection_reason,status,platforms,first_seen,last_seen
trk_71376947324e,OTHER,Yuehua Entertainment,YENA,Ling Ling,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_100e416aeeb0,OTHER,Yuehua Entertainment,YENA,Love Love Love (feat. 융진),,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_aec5e9526801,OTHER,Yuehua Entertainment,YENA,Love so sweet,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_473f4bcee41e,OTHER,Yuehua Entertainment,YENA,Never Grow Up,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_2f5358737059,OTHER,Yuehua Entertainment,YENA,Rose (feat. Skinny Brown & Homeboy),,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_f4caf0af95e5,OTHER,Yuehua Entertainment,YENA,SAD SONG,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_70b249c95c16,OTHER,Yuehua Entertainment,YENA,Skrr (feat. 지젤),,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_2a38681fb01d,OTHER,Yuehua Entertainment,YENA,TSUNAMI,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_3e83dfdc3960,OTHER,Yuehua Entertainment,YENA,Trip (feat. Hannah),,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_6adcaf9a3121,OTHER,Yuehua Entertainment,YENA,U,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-03
trk_eadf360f4118,OTHER,Yuehua Entertainment,YENA,toxic till the end,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_43b6ebcf8391,OTHER,Yuehua Entertainment,YENA,yours,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_3170923919b5,OTHER,Yuehua Entertainment,YENA,夜鷹 - Yodaka,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_c38947bf3d2a,OTHER,Yuehua Entertainment,YENA,烏 - Raven,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_00944e3b0a12,OTHER,Yuehua Entertainment,YENA,革命道中 - On The Way,,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_aa56d4e71ca0,OTHER,Yuehua Entertainment,YENA,사랑은 봄비처럼...이별은 겨울비처럼,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/2d/1f/99/2d1f997c-6d8b-c312-2156-c2a1ae969c03/888272177749_Cover.jpg/300x300bb.jpg,chart:apple,active,apple,2026-07-26,2026-08-06
trk_9537bef900d0,OTHER,Yuehua Entertainment,YENA,시차 (feat. 로꼬 & 그레이),,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_0cf55a944760,OTHER,Yuehua Entertainment,YENA,한시 오분 (1:05),,chart,,,chart:apple,active,apple,2026-07-26,2026-08-06
trk_54536e4585b8,OTHER,WakeOne,ZEROBASEONE,TOP 5,,chart,,,chart:spaceshower,active,spaceshower,2026-07-17,2026-08-07
trk_1d4242e1a40f,OTHER,Cube Entertainment,i-dle,どうしよっかな,,chart,,,chart:spaceshower,active,spaceshower,2026-07-31,2026-07-31
trk_5a86d2db28fc,OTHER,WakeOne,izna,METRONOME,,chart,NQRGAh7ukh8,,chart:spaceshower|youtube,active,spaceshower|youtube,2026-07-17,2026-08-07
trk_271a78b1f72b,SM,SM Entertainment,Hearts2Hearts,FOCUS,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/df/26/ea/df26eafa-06e8-8bd0-4180-5ba91fb91c39/888735953859.png/300x300bb.jpg,chart:apple,active,apple,2026-07-26,2026-08-06
trk_41908562b1e2,SM,SM Entertainment,Hearts2Hearts,Lemon Tang,,chart,wrdkAIreor4,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/00/a4/c1/00a4c1fb-c2c9-83c9-af2e-44cb5da80bc4/888735956140.png/300x300bb.jpg,chart:apple|chart:line|chart:spaceshower|youtube,active,apple|line|spaceshower|youtube,2026-07-17,2026-08-07
trk_f35879686881,SM,SM Entertainment,Hearts2Hearts,RUDE!,,chart,-PuKvBkDqUw,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/78/b9/fb/78b9fb30-169a-eab0-38e9-8df725f8f2d6/888735954603.png/300x300bb.jpg,chart:apple|youtube,active,apple|youtube,2026-07-26,2026-08-06
trk_0861b1f029fe,SM,SM Entertainment,Hearts2Hearts,STYLE,,chart,NLjMZJKMOIc,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/05/f3/0b/05f30b30-22fb-3c21-c497-8fd8829f2004/888735952135.png/300x300bb.jpg,chart:apple|chart:line|youtube,active,apple|line|youtube,2026-07-26,2026-08-06
trk_296e76ea80a0,SM,SM Entertainment,Hearts2Hearts,The Chase,,chart,GtPPT-qSXj8,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/2b/0e/e8/2b0ee80e-eae3-aff6-9ca7-01cf7a830c78/888735951398.png/300x300bb.jpg,chart:apple|youtube,active,apple|youtube,2026-07-26,2026-08-06
trk_abe3185bdab1,SM,SM Entertainment,NCT WISH,BOY MEETS GIRL,,chart,25mtgbb3xXs,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/71/b9/4d/71b94d3e-fd49-df90-4bb4-9503af8eb31a/Digital_Cover_NCT_WISH_BOY_MEETS_GIRL_FIX_3000x3000.jpg/300x300bb.jpg,chart:apple|chart:line|youtube,active,apple|line|youtube,2026-07-26,2026-08-05
trk_cccab00b2d9d,SM,SM Entertainment,NCT WISH,Songbird,,chart,,,chart:spaceshower,active,spaceshower,2026-07-31,2026-07-31
trk_95e319088911,SM,SM Entertainment,NCT WISH,Sticky,,chart,8062MdpW5gQ,,chart:spaceshower|youtube,active,spaceshower|youtube,2026-07-17,2026-08-07
trk_0e6600453731,SM,SM Entertainment,NCT WISH,Wishful Winter,,chart,,,chart:spaceshower,active,spaceshower,2026-07-31,2026-08-07
trk_9dedeed84aa4,SM,SM Entertainment,NCT WISH,YO-I-DON!,,chart,KjsiKf9-2oo,,chart:spaceshower|youtube,active,spaceshower|youtube,2026-07-31,2026-08-07
trk_f197c763d50d,SM,SM Entertainment,RIIZE,All of You,,chart,,,chart:spaceshower,active,spaceshower,2026-07-24,2026-07-31
trk_4507f24e5d9f,SM,SM Entertainment,RIIZE,Do your dance,,chart,9it8ySJJuVY,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b3/40/b0/b340b0cd-321e-1148-c0aa-4bfac5612f2a/888735955167.png/300x300bb.jpg,chart:apple|chart:spaceshower|youtube,active,apple|spaceshower|youtube,2026-07-17,2026-08-07
trk_706326350d9b,SM,SM Entertainment,RIIZE,Sunburst,,chart,_bS--QmxBF8,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj03YmwwMmZ1dWdnaXM3JnM9anA2JnQ9bSZ1PTFsZ2kzdDI2MDR1MDAmaT0w/m470x470,chart:line|youtube,active,line|youtube,2026-07-27,2026-08-05
trk_d573abc3464d,SM,SM Entertainment,Red Velvet,Hawaii,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/bc/cd/10/bccd1053-e9f5-cbff-1cfd-23f83b726c99/888735956256.png/300x300bb.jpg,chart:apple,active,apple,2026-08-05,2026-08-06
trk_2ca68e761bb2,SM,SM Entertainment,Red Velvet,Hot Girls Cold Vibe,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/bc/cd/10/bccd1053-e9f5-cbff-1cfd-23f83b726c99/888735956256.png/300x300bb.jpg,chart:apple,active,apple,2026-08-05,2026-08-06
trk_e32d492befb6,SM,SM Entertainment,Red Velvet,Hula Hoop,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/bc/cd/10/bccd1053-e9f5-cbff-1cfd-23f83b726c99/888735956256.png/300x300bb.jpg,chart:apple,active,apple,2026-08-05,2026-08-06
trk_a20900b980df,SM,SM Entertainment,Red Velvet,Orchestra,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/bc/cd/10/bccd1053-e9f5-cbff-1cfd-23f83b726c99/888735956256.png/300x300bb.jpg,chart:apple,active,apple,2026-08-05,2026-08-06
trk_b1c403949666,SM,SM Entertainment,Red Velvet,Surfin' Boy,,chart,WmxU6MqyQi4,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/bc/cd/10/bccd1053-e9f5-cbff-1cfd-23f83b726c99/888735956256.png/300x300bb.jpg,chart:apple|chart:line|youtube,active,apple|line|youtube,2026-08-04,2026-08-06
trk_567fd00a96bd,SM,SM Entertainment,Red Velvet,행복하지 말아요,,chart,,,chart:apple,active,apple,2026-08-06,2026-08-06
trk_329a3f576bac,SM,SM Entertainment,aespa,Armageddon,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/cf/97/05/cf970525-a2fd-a7e3-2812-0f9c3f3d2c33/888735947551.png/300x300bb.jpg,chart:apple,active,apple,2026-07-26,2026-08-06
trk_19485d67f4cd,SM,SM Entertainment,aespa,Dirty Work,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/34/87/b3/3487b324-3f81-a740-b66e-8fd992e7defa/888735952029.png/300x300bb.jpg,chart:apple,active,apple,2026-08-02,2026-08-02
trk_38e951f8de13,SM,SM Entertainment,aespa,Hot Mess,,chart,,,chart:spaceshower,active,spaceshower,2026-07-24,2026-08-07
trk_bec2f0946c41,SM,SM Entertainment,aespa,In Halo,,chart,70pTUMRwpA0,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMzd1OGF1ODFkbTVudiZzPWpwNiZ0PW0mdT0xbGVrMTdoZms1ODAwJmk9MA/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-07-27
trk_1629be49e57a,SM,SM Entertainment,aespa,KISS N TELL,,chart,Q0vS9QuscvI,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/47/e5/1c/47e51c1f-8153-3f2f-11ed-781b1dbe5cac/1200214475819.jpg/300x300bb.jpg,chart:apple|chart:line|youtube,active,apple|line|youtube,2026-07-26,2026-08-06
trk_42ade9a07a70,SM,SM Entertainment,aespa,LEMONADE,,chart,C73S1kyygTE,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/4b/bb/7e/4bbb7eba-89d6-fc3b-f20a-7f3dea8f0860/827568005519.jpg/300x300bb.jpg,chart:apple|chart:line|chart:spaceshower|youtube,active,apple|line|spaceshower|youtube,2026-07-17,2026-08-07
trk_582ffdc6a635,SM,SM Entertainment,aespa,Next Level,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/60/8d/ac/608dacc2-d6d6-462d-26f0-d693e4364751/artwork.jpg/300x300bb.jpg,chart:apple,active,apple,2026-07-26,2026-08-06
trk_bb23d572516e,SM,SM Entertainment,aespa,Orbit Pop,,chart,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMzd1OGF1ODFkbTVudiZzPWpwNiZ0PW0mdT0xbGVrMTdoZms1ODAwJmk9MA/m470x470,chart:line,active,line,2026-07-26,2026-07-27
trk_02509c67ff9a,SM,SM Entertainment,aespa,Spicy,,chart,Ikso2rATf6Q,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/6b/fd/bc/6bfdbc99-ec10-5ae9-ea73-aa8985991aa7/888735952289.png/300x300bb.jpg,chart:apple|youtube,active,apple|youtube,2026-07-26,2026-07-27
trk_25273ee290f7,SM,SM Entertainment,aespa,Supernova,,chart,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c23b4b54a9896t137a3171/m470x470,chart:line,active,line,2026-07-26,2026-08-05
trk_f16825960a82,SM,SM Entertainment,aespa,WDA (Whole Different Animal) [feat. G-DRAGON],,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/00/1d/e6/001de64e-c2f1-fd4b-3604-3d2e16641968/888735955211.png/300x300bb.jpg,chart:apple,active,apple,2026-07-26,2026-08-06
trk_9896ca6e0e91,SM,SM Entertainment,aespa,Whiplash,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/1a/26/5d/1a265da7-ff45-8df0-ee94-7b79becfc7d9/888735949562.png/300x300bb.jpg,chart:apple|chart:line,active,apple|line,2026-07-26,2026-08-06
trk_9f2ae3b7e4bb,YG,YG Entertainment,AKMU,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/43/aa/35/43aa3529-1776-70fb-fe49-2bb59a7680f2/8800367489775_cover.jpg/300x300bb.jpg,chart:apple,active,apple,2026-07-26,2026-08-06
trk_4a4c7d13a4b2,YG,YG Entertainment,BABYMONSTER,DRIP,,chart,Zp-Jhuhq0bQ,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zM3VhMG9wYjNiZWQmcz1qcDYmdD1tJnU9MWY0YTFoMHVrMzlnMCZpPTA/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_fac54e58f5b3,YG,YG Entertainment,BABYMONSTER,I LIKE IT,,chart,WSpEKdb7xi0,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0ydnVqYjJqa2RjYmplJnM9anA2JnQ9bSZ1PTFramNyYnYyODRvMDAmaT0w/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_e13ef882cbb0,YG,YG Entertainment,BABYMONSTER,PSYCHO,,chart,yAXnEHFKKaY,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_82a06a850fd1,YG,YG Entertainment,BABYMONSTER,SHEESH,,chart,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cb503b54a3145t13426696/m470x470,chart:line,active,line,2026-07-28,2026-08-05
trk_69015eb1489e,YG,YG Entertainment,BABYMONSTER,SUGAR HONEY ICE TEA,,chart,naoGk-Zjc1s,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0za2w2bjdlbDN0ZmFwJnM9anA2JnQ9bSZ1PTFrdG9sNmVwYzNjZzAmaT0w/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_cce67484bca4,YG,YG Entertainment,BABYMONSTER,WE GO UP,,chart,wlHwjkYpSr0,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,chart:line|chart:spaceshower|youtube,active,line|spaceshower|youtube,2026-07-24,2026-08-07
trk_a7032e8e6f36,YG,YG Entertainment,BABYMONSTER,춤 (CHOOM),,chart,U_jAcFKeY_c,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0ydnVqYjJqa2RjYmplJnM9anA2JnQ9bSZ1PTFramNyYnYyODRvMDAmaT0w/m470x470,chart:line|chart:spaceshower|youtube,active,line|spaceshower|youtube,2026-07-17,2026-08-07
trk_c555c691638f,YG,YG Entertainment,BIGBANG,BANG BANG BANG,,chart,2ips2mM7Zqw,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c19cb5447t071f82d3/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_3a142cc144d6,YG,YG Entertainment,BIGBANG,FANTASTIC BABY,,chart,AAbokV76tkU,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj02bm1qdG43a2JndGpzJnM9anA2JnQ9bSZ1PTFnNm5hYWVubzRsMDAmaT0w/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_0e208aef5f47,YG,YG Entertainment,BLACKPINK,AS IF IT'S YOUR LAST,,chart,Amq-qlqbjYA,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c19ca5737t0722f310/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_4da487262df5,YG,YG Entertainment,BLACKPINK,JUMP,,chart,yQhbf7BW_wI,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj02ODc2c2lucWJnODdjJnM9anA2JnQ9bSZ1PTFoa3FvMXVwazNiMDAmaT0w/m470x470,chart:line|youtube,active,line|youtube,2026-07-26,2026-08-05
trk_f242146b486f,YG,THE BLACK LABEL,MEOVV,DDI RO RI,,chart,,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/8e/e0/28/8ee02856-a2a1-7c8c-bc44-8a965f002ec6/8800370679927_cover.jpg/300x300bb.jpg,chart:apple|chart:spaceshower,active,apple|spaceshower,2026-07-24,2026-08-06
trk_ea0f26a4368f,YG,YG Entertainment,TREASURE,IF I,,chart,,,chart:spaceshower,active,spaceshower,2026-07-17,2026-08-07
