date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-08-28,JYP,(契約終了),GOT7,6220000,1089527500,579,https://yt3.ggpht.com/ytc/AIdro_kDbBMd0WC7kpnkgF1kz517U3u8C95lPfCMbhEL9ghma-U=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,JYP,INNIT Entertainment,OURBIRTHDAY,127000,16443287,121,https://yt3.ggpht.com/sfQVqIEuMj_76ORV0_a8KugXyHxXZhZ34-j10ZYQIxaHw-95fh-utmeax82LtuTdf3gb4cZZXg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,JYP,JYP Entertainment Japan(Sony Music Japan),NEXZ,606000,275030289,2473,https://yt3.ggpht.com/Y9i_AVIOcxNQdhK_aWpJ8pPDCxaDD1e5vPtiDKlD6Oc_IMjWj4i70oWslQOKbEfW9vHZl8zvEA=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,BLACKPINK,101000000,42844306298,668,https://yt3.ggpht.com/U3VrCkKjzTpQ3VYv4SCPjNfDHeJV-swGNnhLYhr0nV4lZz_GVUNzK4EB-HFRfKv9S5VNh14uAg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,TREASURE,8050000,4123873778,1885,https://yt3.ggpht.com/aUvewrJGTcI4ANkUkWnnwkDr0esbtIrWntgvCb1GWGnRAEKHePNCirzbC2YdoIdKSA0_c63XBQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,WINNER,1670,66010,117,https://yt3.ggpht.com/ytc/AIdro_nZtXSBPc8cn1W8AAcSzJWGEOvuef9-lxnD06UoydoY8g=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,BABYMONSTER,13000000,9953182766,1030,https://yt3.ggpht.com/guzIoEyd9IyKWaD7Jfnlp1rD7k9SiEOV7go0ItyJ3O9V-j8ez6Jvs4Yj3LfrCu3Z7rFcdIqYLTI=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,AKMU,3550000,2297561749,344,https://yt3.ggpht.com/HQAdEBGy5ckY50VSIWTMgkruPbRpiqgFjxmiPMey5_B10iVma1fEL52wcNcRgxnPqtJb0V7q=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,Taeyang,2080000,651359076,214,https://yt3.ggpht.com/xaWVFh7979ngt_atggGBY6mCwnxEHRU5Zfj7yzzKtkng4kgl9Fq-zVLz9kfb6CD_g3fQ8PNbwQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,G-Dragon,4260000,1457620484,109,https://yt3.ggpht.com/lwmgwa2stvbxCPXv0ROr1Eu54zGc9AIQ5GZVzliJoh3GIXIOEglrVDCFxHiP-Tf7Q65zbQsR=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,BIGBANG,16900000,10583068053,788,https://yt3.ggpht.com/ytc/AIdro_n0J82ENLVh_wfaD7eOSjwfqloqGswqBxH4H-gg8PscRKw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,(移籍報道あり),iKON,8660000,3038947238,896,https://yt3.ggpht.com/Rydo3NnLlM_EfXkaY04nhpsEzzMaEy6bzFxT2jw9axtyPkNcVOA0nZuXPGRNAF_CG5mfvQrpSw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,YG Entertainment,Lee Hi,1870000,854279332,127,https://yt3.ggpht.com/evWQ8qHLVmFsLoW7d01jzSu7ndBuY1fN56kpFVnb7ZLoNif4UNvQWjUYsx4gySr-h3bxDuISKw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,YG,THE BLACK LABEL,MEOVV,1550000,786018686,1109,https://yt3.ggpht.com/NxoBuYZdbffhyDihaiDFO_AOVsnj11EgjZKR4zGIFDSQEIijrzel3ZvE1x9MkvMsyFd1EG4ytVQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,aespa,8870000,6613771257,1927,https://yt3.ggpht.com/ViYqIYAJTZj5RmgEdO-ob0WUtUW3uMZrLq3J7mHL0EX-VZf5KBJTid75w7Ojq5lbBTq-sHYa-pY=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,NCT DREAM,7090000,2509653414,1392,https://yt3.ggpht.com/zueBt4nWmanBgh4z4W1-S5wbiOIESaXVad_TKTbeHlx97T8fKcbjyX-0iwGaPvZ8BQA1Esyybw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,NCT 127,5650000,1613304023,1077,https://yt3.ggpht.com/l9D9SH_XlAECnTVZsvo0jM2o9GKmqjOVXQAWy-Xgy2EK8WLPVSODVP3I-bowl0ys1biuTXcfmg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,RIIZE,2130000,1384227195,2050,https://yt3.ggpht.com/HonsPgcftnH9zgZRBanGOYB4fG_CH0GOoXOsmzkLcVfmA8a7D25fjT4RfeSfRjZYJt2R25RU=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,Red Velvet,5600000,2406381119,838,https://yt3.ggpht.com/tlpg9ruan35dhpWmHD_ZmEBt-fcTnF32GHIt7Yml_pW8kpRQInrbNL9oalMHpeD7QRq2xzQY8Dg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,EXO,9910000,2059285966,950,https://yt3.ggpht.com/ujB2n35HjiBrD1UHWY6aLdZJ4-g01agipoXe2NFQaAbuEhnIPnJHbrfi9ScdgawZWSuKZkPGhg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,SHINee,2630000,844733807,988,https://yt3.ggpht.com/LBPuKoT9cqeGHOtQDFRWv-WBjhEUcTQScbBAtYck5an9cXzMS2BzRtzRa2-68eZquMI9y9e1QA=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,TVXQ,648000,286466922,379,https://yt3.ggpht.com/U2bnpmMomm03RUoHoUuJjE2PXthmReCUeWHfFPeXLblFrx1oZTo-BNEC5w7woOx-APRc4hVD0w=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,Girls' Generation,3020000,959533959,150,https://yt3.ggpht.com/VqPhXglcZqqrNISKpJ1IFdSHBziGBVkEAy0PPuHeJJ0TqGL9hQBzZlccEsYytxQj_HPJAtJSnIg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,WayV,3610000,555248487,1217,https://yt3.ggpht.com/2vbp0NOkXjMXRQT26XzeGGeQ_15QpLhLQs5P6CtgV2Mh2jtZ-4Rmx_w4i4_1zd_iRaUt6-SL=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,SUPER JUNIOR,2530000,503870419,672,https://yt3.ggpht.com/es38yq_ji8DoV2X6V09W1is4Q8ZyEmvCuQDQGX9L-Sh2EkSNTXZInT2OfeTP2BcnpB3aC41B=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,NCT U,282,11748,11,https://yt3.ggpht.com/HQSXtbEvsfNxQCXo25ihfiOGYQXcAgBuA7zOkU9qHs51VsUAvl9V2scqipJGoV8-vV2VDPdFBQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,NCT WISH,1530000,1202029837,1699,https://yt3.ggpht.com/6XWFHNHfwSFaQWSSYSBqlGnG7bgaKRs-zNGyolItmY_d5uymakA7vDOUKLXYn-aKZdNfwJ6AZoI=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,f(x),502000,290681038,3,https://yt3.ggpht.com/ytc/AIdro_kOLgR_0hKay77NzMIBmVx06UCUGmTwPOl9J_DU-glAtmc=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,SM,SM Entertainment,Hearts2Hearts,3760000,1917069137,1233,https://yt3.ggpht.com/x3ZcA_BPmZ52K1rO0SSP1phM_4KAf1ZYsK_YMwifpl8ihif_MZ4-ylTQBdRW1TJdtHOBcpAdsw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,HYBE,PLEDIS Entertainment,TWS,2190000,1248271641,2294,https://yt3.ggpht.com/oLineVsrAbYEfl8hC4sPloPhni_9Bza78KCAvLsU5lx7jZDW6g1qog4JogzwAnhYRh2rn0t79w=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,HYBE,ABD,TUIDE,329000,10104684,32,https://yt3.ggpht.com/vNal1YSjhgQJ25_mgYjw8OKxXe3nmkvPE5pO4UkLe0SLylZeg3kozBfPwXrpfH-QWP3OBFUD=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,Starship Entertainment,IVE,5210000,4830212968,2574,https://yt3.ggpht.com/_CyiM1Ob0gRzu4d3Y4-l1vJTyZSRld8OR7oJ9PmtLNdDMtN0koRRs_asLpIEsSGmKAwEKK_CTqs=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,Starship Entertainment,KiiiKiii,593000,339994716,912,https://yt3.ggpht.com/FiX2XOR3oZDKJFJREEWlK30eZMTGLmRH8J-9XiqGIbDMo8OGviVlczUhr1EiIjdSRyVhr_1L_6c=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,THE MUZE Entertainment,RESCENE,1070000,617152381,1697,https://yt3.ggpht.com/FZA-rWIvn9keS8iE50HqS4SIMpSRBkcht4r2Cp_gw1qndscJfo_X8qbcwEETVdlMLQoQWlkC6A=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,Cube Entertainment,i-dle,9800000,8054931236,2570,https://yt3.ggpht.com/JV-Y8c1G_8SlpgJ5o6qZx4k8TcyAFYE8VPD1FizIhK_HyAK7cz8Ux1_exIWRWl9kSN87BYeEHQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,KQ Entertainment,ATEEZ,5450000,2108127584,2503,https://yt3.ggpht.com/M_RKZsb4YRL8uunqGIlLOT3Qd9nLMbdcdBrOyH3fOi3yLxh0YBH4pTxfydlUv2KktrcKVujzH9o=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,High Up Entertainment,STAYC,1860000,1623982095,2415,https://yt3.ggpht.com/vKgYTLMSvA3y1J6bM5-b2VVT9CW6djwVWlZf0e_CGkoeeoJBgPROgCbbNRoCn7bEkPe3taID=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,WakeOne,Kep1er,2530000,1207058720,1730,https://yt3.ggpht.com/vtGDUQofwdbgV89VQMyUlSNHYru4ioapSAgHebtc6suxoY-tyqiaWGDbrB7H-1muFhy7hDyl=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,RBW,MAMAMOO,6830000,2996567679,1300,https://yt3.ggpht.com/V0y6r38_i7SmDNtJRg_HTwIRl6xKVAWcO-YLEDrmdyVSYa0XaYvRrJQt0SJjJYHuRda8_fGYPt0=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,WakeOne,ZEROBASEONE,2120000,1091583892,2955,https://yt3.ggpht.com/9hZT1z1ZAfGvc1KA4KvaE9bPFias30JnBRbYDKsoYMKmchcdEw0wSEropUmYe1AEBOWKTNJFrw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,FNC Entertainment,P1Harmony,1750000,524181411,2046,https://yt3.ggpht.com/VwUA1yXC-RrrtLQ3GoOFt9V3DUFkjb3gpTx-fa0qmzVkUZRCrlRUMu2qaRFRJSvI9c0iWnoTxg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,KQ Entertainment,xikers,1080000,148513394,3123,https://yt3.ggpht.com/oYRChuHXJETRXgiVk2rV-PJgcJkbaTZYQtqwlJ1gWgXd8dfpyl5_IDZZVQA4fUtnBZso92NT=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,Modhaus,tripleS,2950000,869784171,3884,https://yt3.ggpht.com/SrXXO4Xv26MfvG5zcZbhQWfTjRFwhPwwEEV8TN-vvjiTMDZJ6hCATg5-ML-bpCpSeU_jMVmiig=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,C9 Entertainment,CIX,1000000,283998087,1011,https://yt3.ggpht.com/BjgwGDlG91ANs1sgZSKcEqV2g66QytfOh4ZdPQgl1BKs7kRtleuD5Njww4RMrgbpGBB9MvHUJw=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,RBW,ONEUS,1590000,606503737,1753,https://yt3.ggpht.com/klas2-4B7OKgZUhZ-OL7UawpOzW0y3an38xLTmf-TeympyFlySD7A3RvhyGyXXpbzyZDlCZaNQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,WakeOne,izna,2040000,585275471,1463,https://yt3.ggpht.com/GDw9Cpgb1d2ycbU2hqxd_L8XoALLk7vxhUHJvjfrIFXGDdILrNkbZMxhp9ZuNDX6Z39KJOnaCg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,VLAST,PLAVE,1200000,867709732,1679,https://yt3.ggpht.com/jEWIicFEI9CPa6wBLoP_txVk5J_TGJUDPRiwoupx0bEXGk_LHokQBqO82rFN_j9VuCEW_1z2tg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-28,OTHER,Yuehua Entertainment,YENA,1280000,862487746,814,https://yt3.ggpht.com/1PO2aCez6i_TqIy1mS-h-PnvjmB46gh42Gdkj4WvGw-ZPW-irnjIGM6tNmm574COoNq398En=s88-c-k-c0x00ffffff-no-rj,,
