date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-09-14,HYBE,BIGHIT MUSIC,BTS,85900000,29243563480,3095,https://yt3.ggpht.com/NNG93LntJGDpMlGYIhavu2n4gREs7CNbNT8jjG-7dpotBa5uQDHhuOL8e_oU4ihzWhlwdCmsJw0=s88-c-k-c0x00ffffff-no-rj,14427,54857
2026-09-14,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,13900000,4540352225,3751,https://yt3.ggpht.com/BduyBJNA9Id8u23W2MEMyNiH7uDzwL0p5A4XqMcOuggTML_xHSzvj_Oq8SWSW9lJabdqzwWIpg=s88-c-k-c0x00ffffff-no-rj,10657,7173
2026-09-14,HYBE,PLEDIS Entertainment,SEVENTEEN,17900000,8834805289,3895,https://yt3.ggpht.com/ZGqaImntHbCllA_dkYLrc5kH8JE1KNSy2bP7vkWsXjFXgNSzsP2it9qHh7oaQLLJL25B48C2TA=s88-c-k-c0x00ffffff-no-rj,54,9293
2026-09-14,HYBE,BELIFT LAB,ENHYPEN,14400000,5283296292,2869,https://yt3.ggpht.com/DZ3yFL6peM3ASY-9ndbMPaiwac3-VrCDLxhO3WigI60mCahs0GQZuv0SFIbH1TmrPUWrlwEV=s88-c-k-c0x00ffffff-no-rj,7148,11660
2026-09-14,HYBE,SOURCE MUSIC,LE SSERAFIM,8710000,6788638440,3287,https://yt3.ggpht.com/eLnV_fwQLMbjKZPkA8QzzLusBAHgG3cQ-QmQQ6nMSXYXanHgPL6snGMAvb3pst8QC8mVgiLKsQ=s88-c-k-c0x00ffffff-no-rj,14172,18846
2026-09-14,HYBE,ADOR,NewJeans,8660000,5368785794,768,https://yt3.ggpht.com/seIPyT29v_T3KcqQ1aHoAC8qHBVH4Pz4pPa1qpZL623ypce3of75-uA5US-TZyk5WwZLUO0n3A=s88-c-k-c0x00ffffff-no-rj,5212,12006
2026-09-14,HYBE,BELIFT LAB,ILLIT,6690000,4297150764,1847,https://yt3.ggpht.com/omgJ9l8hONzRjRJAApTi_6GG-Ok-uV8Qy3g1QIeDKFTlQQ2GjmNowhBpb3MVOYQBukSXy2vCHg=s88-c-k-c0x00ffffff-no-rj,48135,12879
2026-09-14,HYBE,KOZ Entertainment,BOYNEXTDOOR,2480000,1663518717,2886,https://yt3.ggpht.com/fHImL9mm_mmZMRpn9mKciWCnvxsQ5_enwggEso4cM-DSGg83bssI0iRBj4O2ZkD6xVmG5YvhdQ=s88-c-k-c0x00ffffff-no-rj,9183,64
2026-09-14,HYBE,(旧PLEDIS→契約終了),fromis_9,361000,762344547,330,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,3080,3061
2026-09-14,HYBE,HYBE LABELS JAPAN,&TEAM,1650000,812085333,2095,https://yt3.ggpht.com/dtmxh5z7wOuvbinhQmetOZ1Sw1SdMiKvFEXg9U5drSh-uanInMzA7G2DHsv8QtM5MddWxW73=s88-c-k-c0x00ffffff-no-rj,26826,5718
2026-09-14,HYBE,SOURCE MUSIC,GFRIEND,2390000,771144859,575,https://yt3.ggpht.com/rWpvfaie6hfpZ2A-vxr3Ov3ionP-49l81BZp4-YPw9FVTWre80zYZ0M7AkIrsOB-MTn3CnxFzw=s88-c-k-c0x00ffffff-no-rj,834,1879
2026-09-14,HYBE,HYBE America(Geffen Records),KATSEYE,13900000,11160692832,1436,https://yt3.ggpht.com/zPT-8po4FM5aAeOBcHBpfy1bh3Ulks7p1SvHkbi1zSPlRWWte_xSi4EoOt_eCrOCqBgxJwIwsg=s88-c-k-c0x00ffffff-no-rj,8960,122111
2026-09-14,HYBE,BIGHIT MUSIC,CORTIS,6910000,2241759026,1020,https://yt3.ggpht.com/nCeYdTnAz5Qqo7yaz4h0LV4iQ-4Y_gK02-yqeDwagBoKfegxvSXIJslDzGCQFzIkglWrdgZg5A=s88-c-k-c0x00ffffff-no-rj,25455,13790
