date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-09-24,HYBE,BIGHIT MUSIC,BTS,85900000,29326899140,3097,https://yt3.ggpht.com/NNG93LntJGDpMlGYIhavu2n4gREs7CNbNT8jjG-7dpotBa5uQDHhuOL8e_oU4ihzWhlwdCmsJw0=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,13900000,4564491869,3763,https://yt3.ggpht.com/BduyBJNA9Id8u23W2MEMyNiH7uDzwL0p5A4XqMcOuggTML_xHSzvj_Oq8SWSW9lJabdqzwWIpg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,PLEDIS Entertainment,SEVENTEEN,17900000,8862455703,3913,https://yt3.ggpht.com/PzWZFDIuiYhggpgi1pGQ0ukuX4AnPFt8MB-u0LHZjrYqQaLx15ZjRN1HMojzkafbsT5TVUcNqA=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,BELIFT LAB,ENHYPEN,14500000,5325680066,2890,https://yt3.ggpht.com/DZ3yFL6peM3ASY-9ndbMPaiwac3-VrCDLxhO3WigI60mCahs0GQZuv0SFIbH1TmrPUWrlwEV=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,SOURCE MUSIC,LE SSERAFIM,8770000,6843645862,3337,https://yt3.ggpht.com/eLnV_fwQLMbjKZPkA8QzzLusBAHgG3cQ-QmQQ6nMSXYXanHgPL6snGMAvb3pst8QC8mVgiLKsQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,ADOR,NewJeans,8670000,5368785794,768,https://yt3.ggpht.com/seIPyT29v_T3KcqQ1aHoAC8qHBVH4Pz4pPa1qpZL623ypce3of75-uA5US-TZyk5WwZLUO0n3A=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,BELIFT LAB,ILLIT,6820000,4385532769,1868,https://yt3.ggpht.com/omgJ9l8hONzRjRJAApTi_6GG-Ok-uV8Qy3g1QIeDKFTlQQ2GjmNowhBpb3MVOYQBukSXy2vCHg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,KOZ Entertainment,BOYNEXTDOOR,2490000,1676273170,2931,https://yt3.ggpht.com/fHImL9mm_mmZMRpn9mKciWCnvxsQ5_enwggEso4cM-DSGg83bssI0iRBj4O2ZkD6xVmG5YvhdQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,(旧PLEDIS→契約終了),fromis_9,364000,768307131,334,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,HYBE LABELS JAPAN,&TEAM,1670000,823093090,2129,https://yt3.ggpht.com/dtmxh5z7wOuvbinhQmetOZ1Sw1SdMiKvFEXg9U5drSh-uanInMzA7G2DHsv8QtM5MddWxW73=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,SOURCE MUSIC,GFRIEND,2390000,771144859,575,https://yt3.ggpht.com/rWpvfaie6hfpZ2A-vxr3Ov3ionP-49l81BZp4-YPw9FVTWre80zYZ0M7AkIrsOB-MTn3CnxFzw=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,HYBE America(Geffen Records),KATSEYE,14200000,11520599619,1443,https://yt3.ggpht.com/zPT-8po4FM5aAeOBcHBpfy1bh3Ulks7p1SvHkbi1zSPlRWWte_xSi4EoOt_eCrOCqBgxJwIwsg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,HYBE,BIGHIT MUSIC,CORTIS,7070000,2324940222,1039,https://yt3.ggpht.com/nCeYdTnAz5Qqo7yaz4h0LV4iQ-4Y_gK02-yqeDwagBoKfegxvSXIJslDzGCQFzIkglWrdgZg5A=s88-c-k-c0x00ffffff-no-rj,,
2026-09-24,JYP,JYP Entertainment,TWICE,19500000,9538639432,2531,https://yt3.ggpht.com/rj-m7CQIV8hIHx_lB8cjs0NxrDFJaUkVwZ5tCnZTNSVEr2IqXGF-2e7nr7og1IGeRXtHikce=s88-c-k-c0x00ffffff-no-rj,,
