date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-09-04,HYBE,BIGHIT MUSIC,BTS,85800000,29123830581,3094,https://yt3.ggpht.com/NNG93LntJGDpMlGYIhavu2n4gREs7CNbNT8jjG-7dpotBa5uQDHhuOL8e_oU4ihzWhlwdCmsJw0=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,13800000,4502883829,3744,https://yt3.ggpht.com/BduyBJNA9Id8u23W2MEMyNiH7uDzwL0p5A4XqMcOuggTML_xHSzvj_Oq8SWSW9lJabdqzwWIpg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,PLEDIS Entertainment,SEVENTEEN,17900000,8794680985,3872,https://yt3.ggpht.com/ZGqaImntHbCllA_dkYLrc5kH8JE1KNSy2bP7vkWsXjFXgNSzsP2it9qHh7oaQLLJL25B48C2TA=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,BELIFT LAB,ENHYPEN,14300000,5199926603,2848,https://yt3.ggpht.com/DZ3yFL6peM3ASY-9ndbMPaiwac3-VrCDLxhO3WigI60mCahs0GQZuv0SFIbH1TmrPUWrlwEV=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,SOURCE MUSIC,LE SSERAFIM,8640000,6720806374,3236,https://yt3.ggpht.com/eLnV_fwQLMbjKZPkA8QzzLusBAHgG3cQ-QmQQ6nMSXYXanHgPL6snGMAvb3pst8QC8mVgiLKsQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,ADOR,NewJeans,8650000,5340258972,768,https://yt3.ggpht.com/seIPyT29v_T3KcqQ1aHoAC8qHBVH4Pz4pPa1qpZL623ypce3of75-uA5US-TZyk5WwZLUO0n3A=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,BELIFT LAB,ILLIT,6550000,4190947927,1830,https://yt3.ggpht.com/omgJ9l8hONzRjRJAApTi_6GG-Ok-uV8Qy3g1QIeDKFTlQQ2GjmNowhBpb3MVOYQBukSXy2vCHg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,KOZ Entertainment,BOYNEXTDOOR,2460000,1646217411,2858,https://yt3.ggpht.com/3CNusQ-yHAorKVery-WeErV06f6UV6fhBZi5MqhHNVaVp2uCzqSNvUU8RIXXXHWwvicj-1-i0w=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,(旧PLEDIS→契約終了),fromis_9,358000,756314531,328,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,HYBE LABELS JAPAN,&TEAM,1630000,794262194,2060,https://yt3.ggpht.com/dtmxh5z7wOuvbinhQmetOZ1Sw1SdMiKvFEXg9U5drSh-uanInMzA7G2DHsv8QtM5MddWxW73=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,SOURCE MUSIC,GFRIEND,2390000,767518695,575,https://yt3.ggpht.com/rWpvfaie6hfpZ2A-vxr3Ov3ionP-49l81BZp4-YPw9FVTWre80zYZ0M7AkIrsOB-MTn3CnxFzw=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,HYBE America(Geffen Records),KATSEYE,13600000,10901532216,1426,https://yt3.ggpht.com/zPT-8po4FM5aAeOBcHBpfy1bh3Ulks7p1SvHkbi1zSPlRWWte_xSi4EoOt_eCrOCqBgxJwIwsg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,HYBE,BIGHIT MUSIC,CORTIS,6750000,2132255988,1003,https://yt3.ggpht.com/nCeYdTnAz5Qqo7yaz4h0LV4iQ-4Y_gK02-yqeDwagBoKfegxvSXIJslDzGCQFzIkglWrdgZg5A=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,JYP,JYP Entertainment,TWICE,19400000,9486113205,2523,https://yt3.ggpht.com/rj-m7CQIV8hIHx_lB8cjs0NxrDFJaUkVwZ5tCnZTNSVEr2IqXGF-2e7nr7og1IGeRXtHikce=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,JYP,JYP Entertainment,Stray Kids,25000000,12810134951,2301,https://yt3.ggpht.com/CIofqs6QaCJq7bD8vo_C1__1udt4A7rIpbnOna8v09Q2NPlO5F-rAmAxZKciQRY0w-_40XEA2pA=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,JYP,JYP Entertainment,ITZY,10000000,4276161573,2655,https://yt3.ggpht.com/7mseSxNNVqaEHWf8X8IiJwJFHyA8PGXpFriAAtZNcuq6PrW7Kx2JDDRViKaODn7uekjwAs02MQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-04,JYP,JYP Entertainment,NMIXX,4730000,2276575942,1884,https://yt3.ggpht.com/67GqZ7FPYeBoHqvJhrvm3L0nmAe4hwM7lh_9O0JHKoBGe_bo6mPR9mUnXZ5gWDini2t7ss-v=s88-c-k-c0x00ffffff-no-rj,,
