date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-09-10,HYBE,BIGHIT MUSIC,BTS,85800000,29196236546,3094,https://yt3.ggpht.com/NNG93LntJGDpMlGYIhavu2n4gREs7CNbNT8jjG-7dpotBa5uQDHhuOL8e_oU4ihzWhlwdCmsJw0=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,13800000,4517047488,3749,https://yt3.ggpht.com/BduyBJNA9Id8u23W2MEMyNiH7uDzwL0p5A4XqMcOuggTML_xHSzvj_Oq8SWSW9lJabdqzwWIpg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,PLEDIS Entertainment,SEVENTEEN,17900000,8810043696,3891,https://yt3.ggpht.com/ZGqaImntHbCllA_dkYLrc5kH8JE1KNSy2bP7vkWsXjFXgNSzsP2it9qHh7oaQLLJL25B48C2TA=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,BELIFT LAB,ENHYPEN,14400000,5252508167,2855,https://yt3.ggpht.com/DZ3yFL6peM3ASY-9ndbMPaiwac3-VrCDLxhO3WigI60mCahs0GQZuv0SFIbH1TmrPUWrlwEV=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,SOURCE MUSIC,LE SSERAFIM,8680000,6756628531,3260,https://yt3.ggpht.com/eLnV_fwQLMbjKZPkA8QzzLusBAHgG3cQ-QmQQ6nMSXYXanHgPL6snGMAvb3pst8QC8mVgiLKsQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,ADOR,NewJeans,8650000,5368785794,768,https://yt3.ggpht.com/seIPyT29v_T3KcqQ1aHoAC8qHBVH4Pz4pPa1qpZL623ypce3of75-uA5US-TZyk5WwZLUO0n3A=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,BELIFT LAB,ILLIT,6640000,4234409332,1840,https://yt3.ggpht.com/omgJ9l8hONzRjRJAApTi_6GG-Ok-uV8Qy3g1QIeDKFTlQQ2GjmNowhBpb3MVOYQBukSXy2vCHg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,KOZ Entertainment,BOYNEXTDOOR,2470000,1655631209,2871,https://yt3.ggpht.com/fHImL9mm_mmZMRpn9mKciWCnvxsQ5_enwggEso4cM-DSGg83bssI0iRBj4O2ZkD6xVmG5YvhdQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,(旧PLEDIS→契約終了),fromis_9,360000,760360792,330,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,HYBE LABELS JAPAN,&TEAM,1640000,799322942,2082,https://yt3.ggpht.com/dtmxh5z7wOuvbinhQmetOZ1Sw1SdMiKvFEXg9U5drSh-uanInMzA7G2DHsv8QtM5MddWxW73=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,SOURCE MUSIC,GFRIEND,2390000,771144859,575,https://yt3.ggpht.com/rWpvfaie6hfpZ2A-vxr3Ov3ionP-49l81BZp4-YPw9FVTWre80zYZ0M7AkIrsOB-MTn3CnxFzw=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,HYBE America(Geffen Records),KATSEYE,13800000,11109276030,1434,https://yt3.ggpht.com/zPT-8po4FM5aAeOBcHBpfy1bh3Ulks7p1SvHkbi1zSPlRWWte_xSi4EoOt_eCrOCqBgxJwIwsg=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,HYBE,BIGHIT MUSIC,CORTIS,6850000,2199095997,1013,https://yt3.ggpht.com/nCeYdTnAz5Qqo7yaz4h0LV4iQ-4Y_gK02-yqeDwagBoKfegxvSXIJslDzGCQFzIkglWrdgZg5A=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,TWICE,19500000,9500564707,2525,https://yt3.ggpht.com/rj-m7CQIV8hIHx_lB8cjs0NxrDFJaUkVwZ5tCnZTNSVEr2IqXGF-2e7nr7og1IGeRXtHikce=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,Stray Kids,25100000,12876079149,2311,https://yt3.ggpht.com/CIofqs6QaCJq7bD8vo_C1__1udt4A7rIpbnOna8v09Q2NPlO5F-rAmAxZKciQRY0w-_40XEA2pA=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,ITZY,10000000,4286489518,2661,https://yt3.ggpht.com/7mseSxNNVqaEHWf8X8IiJwJFHyA8PGXpFriAAtZNcuq6PrW7Kx2JDDRViKaODn7uekjwAs02MQ=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,NMIXX,4740000,2282469920,1890,https://yt3.ggpht.com/67GqZ7FPYeBoHqvJhrvm3L0nmAe4hwM7lh_9O0JHKoBGe_bo6mPR9mUnXZ5gWDini2t7ss-v=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,DAY6,2290000,2473054112,1132,https://yt3.ggpht.com/9l6IIG6X_DWsz0hP482yQZHHeY8UfqYN80c6YTPPNfRf2iYRbusbqUx9ynHzDBbeizr3cyVlL9k=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment Japan,NiziU,2320000,1854162449,3169,https://yt3.ggpht.com/3bGsp6cdxfdUpmEs1y2G0kg9WzrmwFFBnBybI-Om_ZpuahOxjZJIq0QphZV6uIXT7r9U8AZwVw=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,Xdinary Heroes,1250000,307342467,1166,https://yt3.ggpht.com/DTC-cX0_aHLJ8TGZnZi8KaSEOL6ErL91xD8wviRa1Z9agNl_4vhEMaeEgyoVC1rorEla0Uwn=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP USA (A2K),VCHA,12,216,2,https://yt3.ggpht.com/MIRO0TE50uayce0289pUKIZy80Ku2azjHlLrYmaiwba2xTLTwGQq9h4QiqPM72lAK-8cv6ja=s88-c-k-c0x00ffffff-no-rj,,
2026-09-10,JYP,JYP Entertainment,2PM,1480000,614770305,832,https://yt3.ggpht.com/eSUORHsNLJhQxk3wPRJVxH8Rp90QAxIE6xzPkNorTdRZRZLWw76sQlCNCMMjq_HzCNIPNKz4Z_A=s88-c-k-c0x00ffffff-no-rj,,
