date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-08-03,HYBE,BIGHIT MUSIC,BTS,85500000,28827306229,3087,https://yt3.ggpht.com/NNG93LntJGDpMlGYIhavu2n4gREs7CNbNT8jjG-7dpotBa5uQDHhuOL8e_oU4ihzWhlwdCmsJw0=s88-c-k-c0x00ffffff-no-rj,15950,73507
2026-08-03,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,13700000,4351879227,3667,https://yt3.ggpht.com/szxD808Z-3bBfSyTp3aXWNE9gP5f4Dg4V01YTnxSoAsFOYuwOQoNbdSedwloSgM5VmqI_02WYw=s88-c-k-c0x00ffffff-no-rj,5941,6782
2026-08-03,HYBE,PLEDIS Entertainment,SEVENTEEN,17800000,8627851723,3749,https://yt3.ggpht.com/ZGqaImntHbCllA_dkYLrc5kH8JE1KNSy2bP7vkWsXjFXgNSzsP2it9qHh7oaQLLJL25B48C2TA=s88-c-k-c0x00ffffff-no-rj,60,8795
2026-08-03,HYBE,BELIFT LAB,ENHYPEN,14100000,5008034913,2736,https://yt3.ggpht.com/DZ3yFL6peM3ASY-9ndbMPaiwac3-VrCDLxhO3WigI60mCahs0GQZuv0SFIbH1TmrPUWrlwEV=s88-c-k-c0x00ffffff-no-rj,4962,11311
2026-08-03,HYBE,SOURCE MUSIC,LE SSERAFIM,8400000,6583556562,3163,https://yt3.ggpht.com/nR0oJ7FTLOQZQkQejg1k4Cki6Nz5ohOtN_2rWlED43DXOa8iNAQlWL1ytaUAbL4YQTtHmCtjs3s=s88-c-k-c0x00ffffff-no-rj,14488,15056
2026-08-03,HYBE,ADOR,NewJeans,8610000,5285388095,768,https://yt3.ggpht.com/seIPyT29v_T3KcqQ1aHoAC8qHBVH4Pz4pPa1qpZL623ypce3of75-uA5US-TZyk5WwZLUO0n3A=s88-c-k-c0x00ffffff-no-rj,6890,13468
2026-08-03,HYBE,BELIFT LAB,ILLIT,6010000,3824903423,1755,https://yt3.ggpht.com/omgJ9l8hONzRjRJAApTi_6GG-Ok-uV8Qy3g1QIeDKFTlQQ2GjmNowhBpb3MVOYQBukSXy2vCHg=s88-c-k-c0x00ffffff-no-rj,40250,13361
2026-08-03,HYBE,KOZ Entertainment,BOYNEXTDOOR,2410000,1594771082,2778,https://yt3.ggpht.com/3CNusQ-yHAorKVery-WeErV06f6UV6fhBZi5MqhHNVaVp2uCzqSNvUU8RIXXXHWwvicj-1-i0w=s88-c-k-c0x00ffffff-no-rj,3937,54
2026-08-03,HYBE,(旧PLEDIS→契約終了),fromis_9,340000,726948846,314,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,4204,5441
2026-08-03,HYBE,HYBE LABELS JAPAN,&TEAM,1600000,764785982,1973,https://yt3.ggpht.com/dtmxh5z7wOuvbinhQmetOZ1Sw1SdMiKvFEXg9U5drSh-uanInMzA7G2DHsv8QtM5MddWxW73=s88-c-k-c0x00ffffff-no-rj,21910,3277
