date,agency,sub_agency,artist_name,youtube_subscribers,youtube_total_views,youtube_video_count,youtube_channel_thumbnail,wikipedia_pv_ja,wikipedia_pv_en
2026-08-29,HYBE,BIGHIT MUSIC,BTS,85700000,29044786756,3093,https://yt3.ggpht.com/NNG93LntJGDpMlGYIhavu2n4gREs7CNbNT8jjG-7dpotBa5uQDHhuOL8e_oU4ihzWhlwdCmsJw0=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,13800000,4480847233,3731,https://yt3.ggpht.com/BduyBJNA9Id8u23W2MEMyNiH7uDzwL0p5A4XqMcOuggTML_xHSzvj_Oq8SWSW9lJabdqzwWIpg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,PLEDIS Entertainment,SEVENTEEN,17800000,8773463062,3848,https://yt3.ggpht.com/ZGqaImntHbCllA_dkYLrc5kH8JE1KNSy2bP7vkWsXjFXgNSzsP2it9qHh7oaQLLJL25B48C2TA=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,BELIFT LAB,ENHYPEN,14200000,5152739037,2815,https://yt3.ggpht.com/DZ3yFL6peM3ASY-9ndbMPaiwac3-VrCDLxhO3WigI60mCahs0GQZuv0SFIbH1TmrPUWrlwEV=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,SOURCE MUSIC,LE SSERAFIM,8590000,6693800353,3211,https://yt3.ggpht.com/nR0oJ7FTLOQZQkQejg1k4Cki6Nz5ohOtN_2rWlED43DXOa8iNAQlWL1ytaUAbL4YQTtHmCtjs3s=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,ADOR,NewJeans,8640000,5340258972,768,https://yt3.ggpht.com/seIPyT29v_T3KcqQ1aHoAC8qHBVH4Pz4pPa1qpZL623ypce3of75-uA5US-TZyk5WwZLUO0n3A=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,BELIFT LAB,ILLIT,6470000,4135927923,1820,https://yt3.ggpht.com/omgJ9l8hONzRjRJAApTi_6GG-Ok-uV8Qy3g1QIeDKFTlQQ2GjmNowhBpb3MVOYQBukSXy2vCHg=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,KOZ Entertainment,BOYNEXTDOOR,2450000,1636144027,2841,https://yt3.ggpht.com/3CNusQ-yHAorKVery-WeErV06f6UV6fhBZi5MqhHNVaVp2uCzqSNvUU8RIXXXHWwvicj-1-i0w=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,(旧PLEDIS→契約終了),fromis_9,356000,750804134,325,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,,
2026-08-29,HYBE,HYBE LABELS JAPAN,&TEAM,1630000,787694487,2041,https://yt3.ggpht.com/dtmxh5z7wOuvbinhQmetOZ1Sw1SdMiKvFEXg9U5drSh-uanInMzA7G2DHsv8QtM5MddWxW73=s88-c-k-c0x00ffffff-no-rj,,
