date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-09-23,2026-09-23,HYBE,352820,KRX,KOSPI,352820.KS,KRW,156600.0,158400.0,153900.0,156800.0,242214
2026-09-23,2026-09-23,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,37550.0,38100.0,37300.0,37700.0,91254
2026-09-23,2026-09-23,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,42700.0,43550.0,42400.0,43100.0,94031
2026-09-23,2026-09-23,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,81900.0,84200.0,80800.0,82600.0,100390
