date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-03,2026-08-03,HYBE,352820,KRX,KOSPI,352820.KS,KRW,169400.0,180800.0,164600.0,174300.0,328633
2026-08-03,2026-08-03,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,43150.0,45950.0,42100.0,44400.0,227115
2026-08-03,2026-08-03,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,37800.0,39950.0,37300.0,38500.0,131474
2026-08-03,2026-08-03,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,67200.0,73700.0,66500.0,71600.0,119084
