date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-09-02,2026-09-02,HYBE,352820,KRX,KOSPI,352820.KS,KRW,176700.0,181100.0,174300.0,175700.0,196687
2026-09-02,2026-09-02,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,39100.0,40050.0,38050.0,38650.0,352644
2026-09-02,2026-09-02,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,40450.0,42050.0,39850.0,40000.0,105843
2026-09-02,2026-09-02,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,73600.0,77500.0,72600.0,74300.0,123272
