date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-06,2026-08-05,HYBE,352820,KRX,KOSPI,352820.KS,KRW,183100.0,185300.0,178800.0,181000.0,280714
2026-08-06,2026-08-05,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,46400.0,46950.0,45750.0,46100.0,136755
2026-08-06,2026-08-05,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,40750.0,41000.0,39950.0,40100.0,86796
2026-08-06,2026-08-05,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,77000.0,77200.0,72300.0,73700.0,106871
