date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-20,2026-08-20,HYBE,352820,KRX,KOSPI,352820.KS,KRW,172300.0,177800.0,171900.0,173400.0,168983
2026-08-20,2026-08-20,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,40100.0,41050.0,40050.0,40100.0,277877
2026-08-20,2026-08-20,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,39550.0,41400.0,39350.0,40300.0,93530
2026-08-20,2026-08-20,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,73300.0,77100.0,72500.0,74700.0,108911
