date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-09-19,2026-09-18,HYBE,352820,KRX,KOSPI,352820.KS,KRW,167100.0,167800.0,165600.0,165900.0,147222
2026-09-19,2026-09-18,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,38650.0,39050.0,38400.0,38500.0,155542
2026-09-19,2026-09-18,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,44350.0,44550.0,43350.0,43850.0,104291
2026-09-19,2026-09-18,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,83200.0,83500.0,80600.0,80700.0,143129
