date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-09-16,2026-09-16,HYBE,352820,KRX,KOSPI,352820.KS,KRW,172900.0,174700.0,169500.0,169900.0,118124
2026-09-16,2026-09-16,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,38850.0,39400.0,38550.0,38700.0,106100
2026-09-16,2026-09-16,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,44550.0,45600.0,44200.0,44500.0,125285
2026-09-16,2026-09-16,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,86700.0,91000.0,86200.0,87000.0,112528
