date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-28,2026-08-28,HYBE,352820,KRX,KOSPI,352820.KS,KRW,178500.0,180900.0,175900.0,178200.0,78850
2026-08-28,2026-08-28,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,39650.0,40050.0,39250.0,39850.0,63815
2026-08-28,2026-08-28,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,39550.0,40100.0,39100.0,39950.0,50263
2026-08-28,2026-08-28,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,73900.0,74800.0,73000.0,74700.0,34106
