date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-07,2026-08-07,HYBE,352820,KRX,KOSPI,352820.KS,KRW,180800.0,186400.0,178500.0,181500.0,163879
2026-08-07,2026-08-07,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,46850.0,47800.0,45900.0,46100.0,139088
2026-08-07,2026-08-07,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,40500.0,41900.0,40100.0,41050.0,74869
2026-08-07,2026-08-07,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,73700.0,76800.0,73400.0,74600.0,53719
