date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-27,2026-08-26,HYBE,352820,KRX,KOSPI,352820.KS,KRW,173500.0,181500.0,172800.0,179100.0,268689
2026-08-27,2026-08-26,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,39300.0,40250.0,39200.0,40050.0,231067
2026-08-27,2026-08-26,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,39450.0,41050.0,39350.0,40600.0,124850
2026-08-27,2026-08-26,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,71900.0,78100.0,71900.0,77000.0,110324
