date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-23,2026-08-21,HYBE,352820,KRX,KOSPI,352820.KS,KRW,170900.0,170900.0,166000.0,167900.0,175376
2026-08-23,2026-08-21,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,39500.0,39600.0,38350.0,38800.0,381601
2026-08-23,2026-08-21,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,39350.0,39600.0,38350.0,39100.0,77454
2026-08-23,2026-08-21,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,73100.0,73700.0,70100.0,71300.0,79664
