date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-07-28,2026-07-27,HYBE,352820,KRX,KOSPI,352820.KS,KRW,217000.0,228000.0,212000.0,225000.0,258008
2026-07-28,2026-07-27,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,45900.0,47600.0,45200.0,47000.0,212127
2026-07-28,2026-07-27,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,40550.0,41900.0,40300.0,41550.0,102906
2026-07-28,2026-07-27,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,71900.0,75800.0,70800.0,74400.0,125228
