date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-30,2026-08-28,HYBE,352820,KRX,KOSPI,352820.KS,KRW,178500.0,180900.0,175900.0,180000.0,108048
2026-08-30,2026-08-28,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,39650.0,40150.0,39250.0,40100.0,103660
2026-08-30,2026-08-28,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,39550.0,40550.0,39100.0,40450.0,85706
2026-08-30,2026-08-28,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,73900.0,76000.0,73000.0,75800.0,71681
