date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-08-14,2026-08-14,HYBE,352820,KRX,KOSPI,352820.KS,KRW,176600.0,181900.0,176200.0,179400.0,183626
2026-08-14,2026-08-14,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,41100.0,41800.0,40700.0,41050.0,368027
2026-08-14,2026-08-14,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,40000.0,41300.0,39900.0,41050.0,130077
2026-08-14,2026-08-14,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,72500.0,75100.0,71900.0,73400.0,83818
