date,trade_date,agency,ticker,market,exchange,yahoo_symbol,currency,open,high,low,close,volume
2026-09-11,2026-09-11,HYBE,352820,KRX,KOSPI,352820.KS,KRW,168400.0,175600.0,167300.0,173000.0,156376
2026-09-11,2026-09-11,JYP,035900,KOSDAQ,KOSDAQ,035900.KQ,KRW,38700.0,40000.0,38700.0,39350.0,210368
2026-09-11,2026-09-11,YG,122870,KOSDAQ,KOSDAQ,122870.KQ,KRW,41700.0,44400.0,41550.0,43400.0,141568
2026-09-11,2026-09-11,SM,041510,KOSDAQ,KOSDAQ,041510.KQ,KRW,78300.0,85600.0,78200.0,84000.0,162213
