chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-08-28,1,ICONIC HEART,Hearts2Hearts,026520,0167298,SM,SM Entertainment,Hearts2Hearts,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,2,IF I,TREASURE,023958,0166690,YG,YG Entertainment,TREASURE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,3,SODA SODA,TWS,026406,0167310,HYBE,PLEDIS Entertainment,TWS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,4,BAD(Japanese Ver.),ATEEZ,023506,0167220,OTHER,KQ Entertainment,ATEEZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,5,"I Got Your Back (Feat.JISOO, MOMOKA of HANA)",ILLIT,025726,0167187,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,6,YO-I-DON!,NCT WISH,025668,0167111,SM,SM Entertainment,NCT WISH,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,7,KISS N TELL,aespa,025310,0167302,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,8,LUCID DREAM,IVE,024926,0166595,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,9,Do It,Stray Kids,023639,0165306,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,10,CEREMONY,Stray Kids,023639,0164488,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,11,SWIM,BTS,020394,0166039,HYBE,BIGHIT MUSIC,BTS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,12,Lemon Tang,Hearts2Hearts,026520,0166858,SM,SM Entertainment,Hearts2Hearts,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,13,Magnetic,ILLIT,025726,0159261,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,14,Chk Chk Boom,Stray Kids,023639,0160434,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,15,L.O.Y.L.,P1Harmony,024043,0166142,OTHER,FNC Entertainment,P1Harmony,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,16,はじめまして,TWS,026406,0163972,HYBE,PLEDIS Entertainment,TWS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,17,LEMONADE,aespa,025310,0166693,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,18,時よ止まれ,ILLIT,025726,0164493,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,19,BAD,ATEEZ,023506,0167017,OTHER,KQ Entertainment,ATEEZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,20,Walkin On Water,Stray Kids,023639,0162098,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,21,THUNDER,SEVENTEEN,021927,0163621,HYBE,PLEDIS Entertainment,SEVENTEEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,22,O-RLY?,NEXZ,025812,0163363,JYP,JYP Entertainment Japan(Sony Music Japan),NEXZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,23,WE GO UP,BABYMONSTER,025737,0164952,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,24,It's Me,ILLIT,025726,0166442,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,25,Ice Cream,YEONJUN,026001,0167071,,,,,https://tv.spaceshower.jp/p/00089521/
2026-08-28,26,CHOOM,BABYMONSTER,025737,0166533,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
