chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-09-25,1,This & That,Stray Kids,023639,0167399,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,2,BORN DIRE,ALPHA DRIVE ONE,026823,0167518,,,,,https://tv.spaceshower.jp/p/00089521/
2026-09-25,3,Sunburst,RIIZE,025507,0167414,SM,SM Entertainment,RIIZE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,4,Bloody Paradise,ENHYPEN,024052,0167416,HYBE,BELIFT LAB,ENHYPEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,5,Blingy,NCT 127,022619,0167463,SM,SM Entertainment,NCT 127,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,6,Death of Me,EVAN,026844,0167482,,,,,https://tv.spaceshower.jp/p/00089521/
2026-09-25,7,YO-I-DON!,NCT WISH,025668,0167111,SM,SM Entertainment,NCT WISH,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,8,Pop Off Pop Off,KiiiKiii,026203,0167309,OTHER,Starship Entertainment,KiiiKiii,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,9,LUCID DREAM,IVE,024926,0166595,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,10,セツナハナビ (Setsuna Hanabi),TOMORROW X TOGETHER,023125,0167415,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,11,SODA SODA,TWS,026406,0167310,HYBE,PLEDIS Entertainment,TWS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,12,イグジステンス,ZEROBASEONE,025369,0167393,OTHER,WakeOne,ZEROBASEONE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,13,ME+YOU,TWICE,022033,0164938,JYP,JYP Entertainment,TWICE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,14,"I Got Your Back (Feat.JISOO, MOMOKA of HANA)",ILLIT,025726,0167187,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-25,15,Do It,Stray Kids,023639,0165306,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
