chart_date,agency,charted_tracks,chart_size,share_pct
2026-08-28,(未登録),1,40,2.5
2026-08-28,HYBE,15,40,37.5
2026-08-28,JYP,7,40,17.5
2026-08-28,OTHER,6,40,15.0
2026-08-28,SM,8,40,20.0
2026-08-28,YG,3,40,7.5
