chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-07-31,1,YO-I-DON!,NCT WISH,025668,0167111,SM,SM Entertainment,NCT WISH,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,2,Do your dance,RIIZE,025507,0166764,SM,SM Entertainment,RIIZE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,3,Ice Cream,YEONJUN,026001,0167071,,,,,https://tv.spaceshower.jp/p/00089521/
2026-07-31,4,Lemon Tang,Hearts2Hearts,026520,0166858,SM,SM Entertainment,Hearts2Hearts,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,5,LUCID DREAM,IVE,024926,0166595,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,6,IF I,TREASURE,023958,0166690,YG,YG Entertainment,TREASURE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,7,BAD,ATEEZ,023506,0167017,OTHER,KQ Entertainment,ATEEZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,8,LEMONADE,aespa,025310,0166693,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,9,Under,ONEUS,023354,0167164,OTHER,RBW,ONEUS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,10,CHOOM,BABYMONSTER,025737,0166533,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,11,VIRAL,BOYNEXTDOOR,025298,0166719,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,12,singasong,V8,026850,0166911,,,,,https://tv.spaceshower.jp/p/00089521/
2026-07-31,13,SWIM,BTS,020394,0166039,HYBE,BIGHIT MUSIC,BTS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,14,Walkin On Water,Stray Kids,023639,0162098,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,15,MUAH!,VAYONN,026866,0167055,,,,,https://tv.spaceshower.jp/p/00089521/
2026-07-31,16,It's Me,ILLIT,025726,0166442,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,17,BOOMPALA,LE SSERAFIM,024900,0166568,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,18,Curious,AND2BLE,026824,0166677,,,,,https://tv.spaceshower.jp/p/00089521/
2026-07-31,19,Magnetic,ILLIT,025726,0159261,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,20,WE GO UP,BABYMONSTER,025737,0164952,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,21,Stick With You,TOMORROW X TOGETHER,023125,0166231,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,22,時よ止まれ,ILLIT,025726,0164493,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,23,はじめまして,TWS,026406,0163972,HYBE,PLEDIS Entertainment,TWS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,24,Hot Mess,aespa,025310,0160187,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,25,Do It,Stray Kids,023639,0165306,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,26,METRONOME,izna,026093,0166968,OTHER,WakeOne,izna,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,27,NOT CUTE ANYMORE,ILLIT,025726,0165260,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,28,CEREMONY,Stray Kids,023639,0164488,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,29,Born Savage,PLAVE,026243,0166299,OTHER,VLAST,PLAVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,30,BLACKHOLE,IVE,024926,0166099,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,31,Chk Chk Boom,Stray Kids,023639,0160434,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,32,Count To Love,BOYNEXTDOOR,025298,0164349,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,33,All of You,RIIZE,025507,0165767,SM,SM Entertainment,RIIZE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,34,GO!,CORTIS,026486,0164503,HYBE,BIGHIT MUSIC,CORTIS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,35,Film out,BTS,020394,0146957,HYBE,BIGHIT MUSIC,BTS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,36,"You, You",TWS,026406,0166393,HYBE,PLEDIS Entertainment,TWS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-31,37,Wishful Winter,NCT WISH,025668,0161860,SM,SM Entertainment,NCT WISH,confirmed,https://tv.spaceshower.jp/p/00089521/
