date,agency,sub_agency,artist_name,youtube_channel_id,selection,rank,video_id,title,url,published_at,view_count,like_count,comment_count,thumbnail_url
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,1,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,565416,162185,7861,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,2,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1347960,222832,9464,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,3,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,632894,131096,5863,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,4,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1418259,215134,8152,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,5,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,418441,106189,6206,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,6,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,329291,92175,6880,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,7,Y7do-6qV5Dw,'NORMAL (Korean Ver.)' Stage CAM (Jimin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Y7do-6qV5Dw,2026-07-24,307369,88996,6604,https://i.ytimg.com/vi/Y7do-6qV5Dw/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,8,X4uBZwZkjmw,'NORMAL (Korean Ver.)' Stage CAM (j-hope focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=X4uBZwZkjmw,2026-07-24,177109,63737,3863,https://i.ytimg.com/vi/X4uBZwZkjmw/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,9,Thn47sTsq3Y,'NORMAL (Korean Ver.)' Stage CAM (SUGA focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Thn47sTsq3Y,2026-07-24,199691,78027,3829,https://i.ytimg.com/vi/Thn47sTsq3Y/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,10,0JN60GMrjB8,'NORMAL (Korean Ver.)' Stage CAM (Jin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=0JN60GMrjB8,2026-07-24,243644,84302,5378,https://i.ytimg.com/vi/0JN60GMrjB8/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,1,Hb06Iem3FWg,BTS (방탄소년단) 'NORMAL' Live Clip,https://www.youtube.com/watch?v=Hb06Iem3FWg,2026-07-20,3559987,469467,19314,https://i.ytimg.com/vi/Hb06Iem3FWg/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,2,NySBAMooqOc,BTS ‘NORMAL’ MV Behind the Scenes,https://www.youtube.com/watch?v=NySBAMooqOc,2026-07-21,2224151,295294,10224,https://i.ytimg.com/vi/NySBAMooqOc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,3,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1418259,215134,8152,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,4,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1347960,222832,9464,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,5,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,632894,131096,5863,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,6,oZfkwTOGXDM,FIFA World Cup 2026ㅣParis to New York : 24-Hour Log,https://www.youtube.com/watch?v=oZfkwTOGXDM,2026-07-23,1051207,161586,4570,https://i.ytimg.com/vi/oZfkwTOGXDM/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,7,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,565416,162185,7861,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,8,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,418441,106189,6206,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,9,6vBjUVdN0mc,Citywide Celebration in London | THE CITY ARIRANG LONDON,https://www.youtube.com/watch?v=6vBjUVdN0mc,2026-07-22,366665,86450,3357,https://i.ytimg.com/vi/6vBjUVdN0mc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,10,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,329291,92175,6880,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,1,IZjYEUe1xBc,🫯🥊 #TXT #TAEHYUN #HUENINGKAI,https://www.youtube.com/watch?v=IZjYEUe1xBc,2026-07-28,147989,29103,266,https://i.ytimg.com/vi/IZjYEUe1xBc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,2,IGOh8WrWUNs,🧟 everywhere #IceCream #YEONJUN #YEONJUN_IceCream #TXT,https://www.youtube.com/watch?v=IGOh8WrWUNs,2026-07-28,320469,37998,240,https://i.ytimg.com/vi/IGOh8WrWUNs/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,3,6WZY4DHc2vk,Baby u buggin ✌️ #TXT #YEONJUN #HUENINGKAI,https://www.youtube.com/watch?v=6WZY4DHc2vk,2026-07-27,433435,64274,624,https://i.ytimg.com/vi/6WZY4DHc2vk/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,4,lY3wO17zinM,투바투에게 너무 어려운 일,https://www.youtube.com/watch?v=lY3wO17zinM,2026-07-26,104071,15799,168,https://i.ytimg.com/vi/lY3wO17zinM/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,5,1WRw7R1W_xE,즐기자고~~ #IceCream #YEONJUN #YEONJUN_IceCream #TXT,https://www.youtube.com/watch?v=1WRw7R1W_xE,2026-07-26,772254,61001,808,https://i.ytimg.com/vi/1WRw7R1W_xE/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,6,qCjQBf0Hu9Q,"Too 🥵, so ice ice baby #IceCream #YEONJUN #JAMES #YEONJUN_IceCream #TXT #CORTIS #코르티스",https://www.youtube.com/watch?v=qCjQBf0Hu9Q,2026-07-26,1251575,156265,1152,https://i.ytimg.com/vi/qCjQBf0Hu9Q/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,7,Iobi7yyVu8g,👏👏👏 #TXT #SOOBIN #TAEHYUN #HUENINGKAI,https://www.youtube.com/watch?v=Iobi7yyVu8g,2026-07-25,478494,53831,493,https://i.ytimg.com/vi/Iobi7yyVu8g/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,8,kmYf5uB-uAk,Coolin' off 🕺🕺 #IceCream #YEONJUN #YEONJUN_IceCream #TXT,https://www.youtube.com/watch?v=kmYf5uB-uAk,2026-07-25,363385,39313,225,https://i.ytimg.com/vi/kmYf5uB-uAk/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,9,lk2wFV4-FVU,Coolin' off 🌬️🥵 w #박진영 SBN #IceCream #YEONJUN #YEONJUN_IceCream #TXT #JYPark,https://www.youtube.com/watch?v=lk2wFV4-FVU,2026-07-24,1053901,92371,1541,https://i.ytimg.com/vi/lk2wFV4-FVU/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,10,40bT4xoYRIc,ℳ𝒾 𝒞𝒽𝒾𝒸𝑜 #TXT #연준 #YEONJUN,https://www.youtube.com/watch?v=40bT4xoYRIc,2026-07-24,298028,38464,407,https://i.ytimg.com/vi/40bT4xoYRIc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,1,X46GApuxM4k,유준이의 Ice Cream 첫 감상평👶🍦 | NO LABELS: PART 02 | 연준 (YEONJUN),https://www.youtube.com/watch?v=X46GApuxM4k,2026-07-20,2930232,45668,1100,https://i.ytimg.com/vi/X46GApuxM4k/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,2,axV5o3nT9g0,노 저어서 이촌까지 갈게요! 휴강즈의 계곡 나들이 | 동생즈의 여름방학일기 EP.2,https://www.youtube.com/watch?v=axV5o3nT9g0,2026-07-22,778529,18466,915,https://i.ytimg.com/vi/axV5o3nT9g0/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,3,qCjQBf0Hu9Q,"Too 🥵, so ice ice baby #IceCream #YEONJUN #JAMES #YEONJUN_IceCream #TXT #CORTIS #코르티스",https://www.youtube.com/watch?v=qCjQBf0Hu9Q,2026-07-26,1251575,156265,1152,https://i.ytimg.com/vi/qCjQBf0Hu9Q/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,4,lk2wFV4-FVU,Coolin' off 🌬️🥵 w #박진영 SBN #IceCream #YEONJUN #YEONJUN_IceCream #TXT #JYPark,https://www.youtube.com/watch?v=lk2wFV4-FVU,2026-07-24,1053901,92371,1541,https://i.ytimg.com/vi/lk2wFV4-FVU/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,5,5_-4H147pUI,Coolin' off 💖 w #HONGEUNCHAE #IceCream #YEONJUN #YEONJUN_IceCream #TXT #LE_SSERAFIM,https://www.youtube.com/watch?v=5_-4H147pUI,2026-07-21,834668,87010,447,https://i.ytimg.com/vi/5_-4H147pUI/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,6,cwW9JoDnTQc,Coolin' off 🎀💛 w #YUNAH #MINJU #IceCream #YEONJUN #YEONJUN_IceCream #TXT #ILLIT,https://www.youtube.com/watch?v=cwW9JoDnTQc,2026-07-23,718668,68105,402,https://i.ytimg.com/vi/cwW9JoDnTQc/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,7,Zv-R2-sPH88,Coolin' off 💋 w #YEOSANG #WOOYOUNG #IceCream #YEONJUN #YEONJUN_IceCream #TXT #ATEEZ,https://www.youtube.com/watch?v=Zv-R2-sPH88,2026-07-19,687983,79059,749,https://i.ytimg.com/vi/Zv-R2-sPH88/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,8,1WRw7R1W_xE,즐기자고~~ #IceCream #YEONJUN #YEONJUN_IceCream #TXT,https://www.youtube.com/watch?v=1WRw7R1W_xE,2026-07-26,772254,61001,808,https://i.ytimg.com/vi/1WRw7R1W_xE/default.jpg
2026-07-29,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,top_views,9,VQrohsSRZqM,Coolin' off 👑🎀 w #MINAMI #ZENA #IceCream #YEONJUN #YEONJUN_IceCream #TXT #RESCENE,https://www.youtube.com/watch?v=VQrohsSRZqM,2026-07-20,563781,53477,376,https://i.ytimg.com/vi/VQrohsSRZqM/default.jpg
