date,agency,sub_agency,artist_name,youtube_channel_id,selection,rank,video_id,title,url,published_at,view_count,like_count,comment_count,thumbnail_url
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,1,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,1647405,264366,10558,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,2,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1711619,245551,9858,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,3,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,813666,140865,6065,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,4,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1582570,231998,8432,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,5,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,464746,109938,6309,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,6,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,384814,95974,7148,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,7,Y7do-6qV5Dw,'NORMAL (Korean Ver.)' Stage CAM (Jimin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Y7do-6qV5Dw,2026-07-24,359029,92851,6796,https://i.ytimg.com/vi/Y7do-6qV5Dw/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,8,X4uBZwZkjmw,'NORMAL (Korean Ver.)' Stage CAM (j-hope focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=X4uBZwZkjmw,2026-07-24,220428,66300,3949,https://i.ytimg.com/vi/X4uBZwZkjmw/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,9,Thn47sTsq3Y,'NORMAL (Korean Ver.)' Stage CAM (SUGA focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Thn47sTsq3Y,2026-07-24,217031,80739,3885,https://i.ytimg.com/vi/Thn47sTsq3Y/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,10,0JN60GMrjB8,'NORMAL (Korean Ver.)' Stage CAM (Jin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=0JN60GMrjB8,2026-07-24,282156,87635,5583,https://i.ytimg.com/vi/0JN60GMrjB8/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,1,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,1647405,264366,10558,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,1,v5DXpxUAO3w,우리끼리 당일치기 바다 여행 | TXT의 여름방학일기 EP.4,https://www.youtube.com/watch?v=v5DXpxUAO3w,2026-08-05,148935,20229,1220,https://i.ytimg.com/vi/v5DXpxUAO3w/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,2,aZoGKQP76Oo,I like how she  #TXT #YEONJUN #TAEHYUN,https://www.youtube.com/watch?v=aZoGKQP76Oo,2026-08-04,393057,48747,649,https://i.ytimg.com/vi/aZoGKQP76Oo/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,3,kjbBP9HdxAo,Keep it cool enough🍦❄️ #IceCream #YEONJUN #YEONJUN_IceCream #TXT,https://www.youtube.com/watch?v=kjbBP9HdxAo,2026-08-02,278651,35123,303,https://i.ytimg.com/vi/kjbBP9HdxAo/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,4,LP5Iim3QgYM,절대 따라하지 마세요,https://www.youtube.com/watch?v=LP5Iim3QgYM,2026-08-02,72957,10968,104,https://i.ytimg.com/vi/LP5Iim3QgYM/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,5,EWv3SY-NzN0,c’mon #TXT,https://www.youtube.com/watch?v=EWv3SY-NzN0,2026-08-01,845068,81254,831,https://i.ytimg.com/vi/EWv3SY-NzN0/default.jpg
2026-08-06,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,6,z94ia8hlB8A,🫵👊 #TXT #태현 #TAEHYUN,https://www.youtube.com/watch?v=z94ia8hlB8A,2026-07-31,384308,47368,402,https://i.ytimg.com/vi/z94ia8hlB8A/default.jpg
