date,agency,sub_agency,artist_name,youtube_channel_id,selection,rank,video_id,title,url,published_at,view_count,like_count,comment_count,thumbnail_url
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,1,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,1177516,236508,9800,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,2,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1498207,234936,9687,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,3,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,695747,136265,5948,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,4,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1499224,224227,8305,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,5,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,437518,108199,6242,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,6,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,353243,94256,7041,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,7,Y7do-6qV5Dw,'NORMAL (Korean Ver.)' Stage CAM (Jimin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Y7do-6qV5Dw,2026-07-24,329571,91195,6695,https://i.ytimg.com/vi/Y7do-6qV5Dw/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,8,X4uBZwZkjmw,'NORMAL (Korean Ver.)' Stage CAM (j-hope focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=X4uBZwZkjmw,2026-07-24,193172,65230,3907,https://i.ytimg.com/vi/X4uBZwZkjmw/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,9,Thn47sTsq3Y,'NORMAL (Korean Ver.)' Stage CAM (SUGA focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Thn47sTsq3Y,2026-07-24,207496,79553,3860,https://i.ytimg.com/vi/Thn47sTsq3Y/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,10,0JN60GMrjB8,'NORMAL (Korean Ver.)' Stage CAM (Jin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=0JN60GMrjB8,2026-07-24,261338,86305,5497,https://i.ytimg.com/vi/0JN60GMrjB8/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,1,NySBAMooqOc,BTS ‘NORMAL’ MV Behind the Scenes,https://www.youtube.com/watch?v=NySBAMooqOc,2026-07-21,2288787,299788,10289,https://i.ytimg.com/vi/NySBAMooqOc/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,2,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1499224,224227,8305,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,3,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1498207,234936,9687,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,4,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,1177516,236508,9800,https://i.ytimg.com/vi/bVgm4dy6Uxc/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,5,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,695747,136265,5948,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,6,oZfkwTOGXDM,FIFA World Cup 2026ㅣParis to New York : 24-Hour Log,https://www.youtube.com/watch?v=oZfkwTOGXDM,2026-07-23,1108673,167380,4816,https://i.ytimg.com/vi/oZfkwTOGXDM/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,7,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,437518,108199,6242,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,8,6vBjUVdN0mc,Citywide Celebration in London | THE CITY ARIRANG LONDON,https://www.youtube.com/watch?v=6vBjUVdN0mc,2026-07-22,370410,87114,3358,https://i.ytimg.com/vi/6vBjUVdN0mc/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,9,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,353243,94256,7041,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-07-31,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,10,Y7do-6qV5Dw,'NORMAL (Korean Ver.)' Stage CAM (Jimin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Y7do-6qV5Dw,2026-07-24,329571,91195,6695,https://i.ytimg.com/vi/Y7do-6qV5Dw/default.jpg
