date,agency,sub_agency,artist_name,youtube_channel_id,selection,rank,video_id,title,url,published_at,view_count,like_count,comment_count,thumbnail_url
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,1,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1129064,204479,9093,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,2,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,587040,126621,5776,https://i.ytimg.com/vi/KG_fYGOUgio/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,3,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1343327,208107,8028,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,4,p0nPyE-dv9Q,'NORMAL (Korean Ver.)' Stage CAM (Jung Kook focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=p0nPyE-dv9Q,2026-07-24,407094,104641,6164,https://i.ytimg.com/vi/p0nPyE-dv9Q/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,5,8jS_NPS4FhU,'NORMAL (Korean Ver.)' Stage CAM (V focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=8jS_NPS4FhU,2026-07-24,315038,90491,6774,https://i.ytimg.com/vi/8jS_NPS4FhU/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,6,Y7do-6qV5Dw,'NORMAL (Korean Ver.)' Stage CAM (Jimin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Y7do-6qV5Dw,2026-07-24,293176,87187,6526,https://i.ytimg.com/vi/Y7do-6qV5Dw/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,7,X4uBZwZkjmw,'NORMAL (Korean Ver.)' Stage CAM (j-hope focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=X4uBZwZkjmw,2026-07-24,169252,62532,3819,https://i.ytimg.com/vi/X4uBZwZkjmw/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,8,Thn47sTsq3Y,'NORMAL (Korean Ver.)' Stage CAM (SUGA focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=Thn47sTsq3Y,2026-07-24,194504,76755,3802,https://i.ytimg.com/vi/Thn47sTsq3Y/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,9,0JN60GMrjB8,'NORMAL (Korean Ver.)' Stage CAM (Jin focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=0JN60GMrjB8,2026-07-24,233278,82698,5265,https://i.ytimg.com/vi/0JN60GMrjB8/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,10,yYC_U2atiE8,'NORMAL (Korean Ver.)' Stage CAM (RM focus) @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=yYC_U2atiE8,2026-07-24,192486,77501,4064,https://i.ytimg.com/vi/yYC_U2atiE8/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,1,Hb06Iem3FWg,BTS (방탄소년단) 'NORMAL' Live Clip,https://www.youtube.com/watch?v=Hb06Iem3FWg,2026-07-20,3460207,466608,19258,https://i.ytimg.com/vi/Hb06Iem3FWg/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,2,NySBAMooqOc,BTS ‘NORMAL’ MV Behind the Scenes,https://www.youtube.com/watch?v=NySBAMooqOc,2026-07-21,2177521,291626,10179,https://i.ytimg.com/vi/NySBAMooqOc/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,3,iGlS99t6kF0,나랑 부산 퇴근런 10km 뛸 사람? (with 정국) l SUGA’s VLOG,https://www.youtube.com/watch?v=iGlS99t6kF0,2026-07-25,1343327,208107,8028,https://i.ytimg.com/vi/iGlS99t6kF0/default.jpg
2026-07-28,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,4,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,1129064,204479,9093,https://i.ytimg.com/vi/6yvxHpIO5NY/default.jpg
