date,agency,sub_agency,artist_name,youtube_channel_id,selection,rank,video_id,title,url,published_at,view_count,like_count,comment_count,thumbnail_url,duration_sec,category_id
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,1,ZmUrr8vd_I4,투어 중간에 스위스 가서 등산하는 이유⛰️ l SUGA’s VLOG,https://www.youtube.com/watch?v=ZmUrr8vd_I4,2026-08-29,2937406,212571,11712,https://i.ytimg.com/vi/ZmUrr8vd_I4/mqdefault.jpg,350,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,2,_bhYr1BpByY,BTS FIFA World Cup 2026 Final Halftime Show Sketch,https://www.youtube.com/watch?v=_bhYr1BpByY,2026-08-20,2989348,257334,10662,https://i.ytimg.com/vi/_bhYr1BpByY/mqdefault.jpg,1040,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,3,x-jvBQgx3vI,A Love Letter to New York | THE CITY ARIRANG NEW YORK,https://www.youtube.com/watch?v=x-jvBQgx3vI,2026-08-18,628260,106688,3948,https://i.ytimg.com/vi/x-jvBQgx3vI/mqdefault.jpg,104,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,4,99pjILwt00o,DRIVING IN GERMANY l RM's VLOG,https://www.youtube.com/watch?v=99pjILwt00o,2026-08-18,1221378,212765,16044,https://i.ytimg.com/vi/99pjILwt00o/mqdefault.jpg,257,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,5,flxMZDu38Ng,BTS WORLD TOUR ‘ARIRANG’ IN BUSAN Sketch,https://www.youtube.com/watch?v=flxMZDu38Ng,2026-08-14,1848080,204130,9453,https://i.ytimg.com/vi/flxMZDu38Ng/mqdefault.jpg,1167,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,6,HDu9XC9xiJs,BTS WORLD TOUR ‘ARIRANG’ IN NORTH AMERICA Part 1 Sketch,https://www.youtube.com/watch?v=HDu9XC9xiJs,2026-08-08,3736836,338984,12761,https://i.ytimg.com/vi/HDu9XC9xiJs/mqdefault.jpg,2534,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,7,L04XpMC2qKg,FIFA World Cup 2026 Green Room Photographers,https://www.youtube.com/watch?v=L04XpMC2qKg,2026-08-06,1396178,199407,5996,https://i.ytimg.com/vi/L04XpMC2qKg/mqdefault.jpg,117,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,8,bVgm4dy6Uxc,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Visualizer for ARMY,https://www.youtube.com/watch?v=bVgm4dy6Uxc,2026-07-28,2190103,289510,11311,https://i.ytimg.com/vi/bVgm4dy6Uxc/mqdefault.jpg,216,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,9,6yvxHpIO5NY,BTS (방탄소년단) 'NORMAL (Korean Ver.)' Lyric Video,https://www.youtube.com/watch?v=6yvxHpIO5NY,2026-07-26,2065139,258321,10096,https://i.ytimg.com/vi/6yvxHpIO5NY/mqdefault.jpg,198,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,recent,10,KG_fYGOUgio,'NORMAL (Korean Ver.)' Stage CAM @ BTS WORLD TOUR 'ARIRANG' IN BUSAN,https://www.youtube.com/watch?v=KG_fYGOUgio,2026-07-25,1087517,149035,6159,https://i.ytimg.com/vi/KG_fYGOUgio/mqdefault.jpg,186,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,1,MEoxtFRfPoc,BTS (방탄소년단) 'Come Over' Lyric Video,https://www.youtube.com/watch?v=MEoxtFRfPoc,2026-06-12,17416765,1094909,71844,https://i.ytimg.com/vi/MEoxtFRfPoc/mqdefault.jpg,180,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,2,i9T0TiqiARY,방탄회식 2.0 #2026BTSFESTA,https://www.youtube.com/watch?v=i9T0TiqiARY,2026-06-10,5465907,504638,23106,https://i.ytimg.com/vi/i9T0TiqiARY/mqdefault.jpg,1364,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,3,8AYxDDrG5uQ,"BTS 'Hooligan', '2.0' Dance Practice Sketch",https://www.youtube.com/watch?v=8AYxDDrG5uQ,2026-06-18,5362141,470631,13791,https://i.ytimg.com/vi/8AYxDDrG5uQ/mqdefault.jpg,1062,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,4,Hb06Iem3FWg,BTS (방탄소년단) 'NORMAL' Live Clip,https://www.youtube.com/watch?v=Hb06Iem3FWg,2026-07-20,4744268,492388,19598,https://i.ytimg.com/vi/Hb06Iem3FWg/mqdefault.jpg,188,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,5,HDu9XC9xiJs,BTS WORLD TOUR ‘ARIRANG’ IN NORTH AMERICA Part 1 Sketch,https://www.youtube.com/watch?v=HDu9XC9xiJs,2026-08-08,3736836,338984,12761,https://i.ytimg.com/vi/HDu9XC9xiJs/mqdefault.jpg,2534,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,6,lXOyNftE2EM,BTS 'American Music Awards 2026' Sketch,https://www.youtube.com/watch?v=lXOyNftE2EM,2026-06-22,2838913,276179,9469,https://i.ytimg.com/vi/lXOyNftE2EM/mqdefault.jpg,507,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,7,_bhYr1BpByY,BTS FIFA World Cup 2026 Final Halftime Show Sketch,https://www.youtube.com/watch?v=_bhYr1BpByY,2026-08-20,2989348,257334,10662,https://i.ytimg.com/vi/_bhYr1BpByY/mqdefault.jpg,1040,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,8,kwAhKmSWdx8,'Dynamite' by V | BTS WORLD TOUR ‘ARIRANG’,https://www.youtube.com/watch?v=kwAhKmSWdx8,2026-07-09,2622236,334150,14887,https://i.ytimg.com/vi/kwAhKmSWdx8/mqdefault.jpg,210,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,9,NySBAMooqOc,BTS ‘NORMAL’ MV Behind the Scenes,https://www.youtube.com/watch?v=NySBAMooqOc,2026-07-21,2592684,310838,10339,https://i.ytimg.com/vi/NySBAMooqOc/mqdefault.jpg,407,10
2026-09-09,HYBE,BIGHIT MUSIC,BTS,UCLkAepWjdylmXSltofFvsYQ,top_views,10,HD9TQigBMxk,BTS WORLD TOUR ‘ARIRANG’ IN TOKYO Sketch,https://www.youtube.com/watch?v=HD9TQigBMxk,2026-06-23,2447403,229299,8046,https://i.ytimg.com/vi/HD9TQigBMxk/mqdefault.jpg,947,10
2026-09-09,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,1,IUGDb7rKFb4,연프 빌런,https://www.youtube.com/watch?v=IUGDb7rKFb4,2026-09-09,55701,7853,136,https://i.ytimg.com/vi/IUGDb7rKFb4/mqdefault.jpg,44,10
2026-09-09,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,2,KQT6LUYXDbQ,'Setsuna Hanabi' Premium Release Show Behind | EPISODE | TXT (투모로우바이투게더),https://www.youtube.com/watch?v=KQT6LUYXDbQ,2026-09-09,122868,9419,332,https://i.ytimg.com/vi/KQT6LUYXDbQ/mqdefault.jpg,963,10
2026-09-09,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,3,lL_91xXQzjI,범규와 나카지마 켄토님의 서울 데이트 | T:TIME | TXT (투모로우바이투게더),https://www.youtube.com/watch?v=lL_91xXQzjI,2026-09-08,345283,20337,782,https://i.ytimg.com/vi/lL_91xXQzjI/mqdefault.jpg,1036,10
2026-09-09,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,4,gQbxitmJRnc,사람 엮는 프로그램에 야쿠자를 데려오면 어떻게 합니까? | 임자 지옥 | [TO DO X TXT] EP.170,https://www.youtube.com/watch?v=gQbxitmJRnc,2026-09-07,1085647,52707,3684,https://i.ytimg.com/vi/gQbxitmJRnc/mqdefault.jpg,1893,10
2026-09-09,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,recent,5,nduG0angswI,'Fxxking Star' MV Behind the Scenes | NO LABELS: PART 02 | 연준 (YEONJUN),https://www.youtube.com/watch?v=nduG0angswI,2026-09-05,128313,8296,311,https://i.ytimg.com/vi/nduG0angswI/mqdefault.jpg,530,10
