date,country,agency,charted_tracks,chart_size,share_pct
2026-09-13,jp,(未登録K-pop),1,100,1.0
2026-09-13,jp,HYBE,2,100,2.0
2026-09-13,jp,OTHER,1,100,1.0
2026-09-13,kr,(未登録K-pop),41,100,41.0
2026-09-13,kr,HYBE,16,100,16.0
2026-09-13,kr,JYP,1,100,1.0
2026-09-13,kr,OTHER,9,100,9.0
2026-09-13,kr,SM,14,100,14.0
2026-09-13,kr,YG,4,100,4.0
