date,country,agency,charted_tracks,chart_size,share_pct
2026-08-24,jp,HYBE,2,100,2.0
2026-08-24,jp,OTHER,1,100,1.0
2026-08-24,kr,(未登録K-pop),26,100,26.0
2026-08-24,kr,HYBE,24,100,24.0
2026-08-24,kr,JYP,1,100,1.0
2026-08-24,kr,OTHER,13,100,13.0
2026-08-24,kr,SM,12,100,12.0
2026-08-24,kr,YG,10,100,10.0
