date,country,agency,charted_tracks,chart_size,share_pct
2026-08-03,jp,(未登録K-pop),1,100,1.0
2026-08-03,jp,HYBE,2,100,2.0
2026-08-03,jp,OTHER,1,100,1.0
2026-08-03,jp,SM,2,100,2.0
2026-08-03,kr,(未登録K-pop),31,100,31.0
2026-08-03,kr,HYBE,25,100,25.0
2026-08-03,kr,JYP,1,100,1.0
2026-08-03,kr,OTHER,8,100,8.0
2026-08-03,kr,SM,12,100,12.0
2026-08-03,kr,YG,3,100,3.0
