date,country,agency,charted_tracks,chart_size,share_pct
2026-08-18,jp,(未登録K-pop),1,100,1.0
2026-08-18,jp,HYBE,2,100,2.0
2026-08-18,jp,OTHER,1,100,1.0
2026-08-18,jp,SM,2,100,2.0
2026-08-18,kr,(未登録K-pop),29,100,29.0
2026-08-18,kr,HYBE,19,100,19.0
2026-08-18,kr,JYP,1,100,1.0
2026-08-18,kr,OTHER,15,100,15.0
2026-08-18,kr,SM,17,100,17.0
2026-08-18,kr,YG,3,100,3.0
2026-08-18,us,HYBE,1,100,1.0
