date,country,agency,charted_tracks,chart_size,share_pct
2026-08-12,jp,(未登録K-pop),1,100,1.0
2026-08-12,jp,HYBE,2,100,2.0
2026-08-12,jp,OTHER,1,100,1.0
2026-08-12,jp,SM,2,100,2.0
2026-08-12,kr,(未登録K-pop),29,100,29.0
2026-08-12,kr,HYBE,20,100,20.0
2026-08-12,kr,JYP,1,100,1.0
2026-08-12,kr,OTHER,14,100,14.0
2026-08-12,kr,SM,16,100,16.0
2026-08-12,kr,YG,3,100,3.0
