date,country,agency,charted_tracks,chart_size,share_pct
2026-09-08,jp,(未登録K-pop),1,100,1.0
2026-09-08,jp,HYBE,2,100,2.0
2026-09-08,jp,OTHER,1,100,1.0
2026-09-08,kr,(未登録K-pop),41,100,41.0
2026-09-08,kr,HYBE,19,100,19.0
2026-09-08,kr,JYP,1,100,1.0
2026-09-08,kr,OTHER,9,100,9.0
2026-09-08,kr,SM,12,100,12.0
2026-09-08,kr,YG,4,100,4.0
