date,country,agency,charted_tracks,chart_size,share_pct
2026-08-30,jp,(未登録K-pop),1,100,1.0
2026-08-30,jp,HYBE,2,100,2.0
2026-08-30,jp,OTHER,1,100,1.0
2026-08-30,kr,(未登録K-pop),32,100,32.0
2026-08-30,kr,HYBE,23,100,23.0
2026-08-30,kr,JYP,1,100,1.0
2026-08-30,kr,OTHER,10,100,10.0
2026-08-30,kr,SM,13,100,13.0
2026-08-30,kr,YG,8,100,8.0
