date,country,agency,charted_tracks,chart_size,share_pct
2026-09-24,jp,(未登録K-pop),1,100,1.0
2026-09-24,jp,HYBE,2,100,2.0
2026-09-24,jp,OTHER,1,100,1.0
2026-09-24,kr,(未登録K-pop),42,100,42.0
2026-09-24,kr,HYBE,15,100,15.0
2026-09-24,kr,JYP,1,100,1.0
2026-09-24,kr,OTHER,10,100,10.0
2026-09-24,kr,SM,14,100,14.0
2026-09-24,kr,YG,2,100,2.0
