date,country,agency,charted_tracks,chart_size,share_pct
2026-09-03,jp,(未登録K-pop),1,100,1.0
2026-09-03,jp,HYBE,2,100,2.0
2026-09-03,jp,OTHER,1,100,1.0
2026-09-03,kr,(未登録K-pop),36,100,36.0
2026-09-03,kr,HYBE,23,100,23.0
2026-09-03,kr,JYP,1,100,1.0
2026-09-03,kr,OTHER,10,100,10.0
2026-09-03,kr,SM,13,100,13.0
2026-09-03,kr,YG,4,100,4.0
