date,feed_updated,country,rank,track_name,artist_name_local,apple_artist_id,apple_track_id,release_date,artwork_url,is_kpop_genre,agency,sub_agency,artist_name_master
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,1,Been By Now,Morgan Wallen,829142092,6792676860,2026-07-24,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/9f/8d/52/9f8d52a0-b6d9-d038-327b-4fe58bedce67/26UMGIM94572.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,2,Choosin' Texas,Ella Langley,1384373733,1844932150,2025-10-17,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/e2/91/4d/e2914d0a-7f1d-f04c-fbf4-c50b38548838/196873638690.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,3,Dead Fresh,Lil Baby,1276656483,6790569133,2026-07-17,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/74/80/37/748037d7-71c1-feff-4d38-3ef0a25578b6/26UMGIM85451.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,4,Janice STFU,Drake,271256,6769568596,2026-05-15,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/35/b9/06/35b90629-a873-14f8-4789-ffc324960038/26UMGIM63614.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,5,I Can't Love You Anymore,Ella Langley & Morgan Wallen,1384373733,6763091996,2026-04-24,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/d9/7a/6e/d97a6e25-ef5c-0c26-64e9-266c18641a57/196874324103.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,6,Be Her,Ella Langley,1384373733,1869436845,2026-02-13,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a1/ba/64/a1ba6484-f462-1b88-ddff-d4c014d5f265/196874018361.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,7,Shabang,Drake,271256,6769568598,2026-05-15,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/35/b9/06/35b90629-a873-14f8-4789-ffc324960038/26UMGIM63614.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,8,Don't We,Morgan Wallen,829142092,1802104400,2025-05-16,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1e/ef/26/1eef2600-29f4-5423-3052-26874afd2947/25UMGIM46050.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,9,Spend Dat,Yung Miami,1476226954,1892189612,2026-04-23,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/bd/54/8d/bd548d85-4c33-2432-ecd8-e26f0585bdfd/26UMGIM41443.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,10,I'm The Problem,Morgan Wallen,829142092,1802103970,2025-01-31,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1e/ef/26/1eef2600-29f4-5423-3052-26874afd2947/25UMGIM46050.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,11,stupid song,Olivia Rodrigo,979458609,1889992115,2026-06-12,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/1d/1b/f9/1d1bf9b1-44c6-9a6c-6ffb-c158488c06ce/26UMGIM39303.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,12,Ran To Atlanta,"Drake, Future & Molly Santana",271256,6769568597,2026-05-15,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/35/b9/06/35b90629-a873-14f8-4789-ffc324960038/26UMGIM63614.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,13,Last Night,Morgan Wallen,829142092,1818424212,2023-02-02,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/82/eb/b3/82ebb3c6-2bd4-31fd-0eb9-57667f3590e1/00602455239419_Cover.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,14,I Had Some Help (feat. Morgan Wallen),Post Malone,966309175,1744439049,2024-05-10,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/e1/b7/09/e1b7098f-d6e1-2b18-fd6f-8390110908eb/24UMGIM50612.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,15,Just In Case,Morgan Wallen,829142092,1802103977,2025-03-21,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1e/ef/26/1eef2600-29f4-5423-3052-26874afd2947/25UMGIM46050.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,16,the cure,Olivia Rodrigo,979458609,1889992123,2026-05-22,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/1d/1b/f9/1d1bf9b1-44c6-9a6c-6ffb-c158488c06ce/26UMGIM39303.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,17,20 Cigarettes,Morgan Wallen,829142092,1802104202,2025-05-16,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1e/ef/26/1eef2600-29f4-5423-3052-26874afd2947/25UMGIM46050.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,18,Freestyle,Lil Baby,1276656483,1440929293,2017-12-01,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/93/e7/aa/93e7aa59-da8b-15bc-2992-5803f70fe8fa/17UM1IM55478.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,19,hate that i made you love me,Ariana Grande,412778295,6763656876,2026-05-31,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/7e/e6/82/7ee682bd-1b17-6adc-be63-b5af1bdff369/26UMGIM51126.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,20,In A Minute,Lil Baby,1276656483,1648587330,2022-04-08,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/9f/c0/99/9fc09958-180d-e66a-bbf7-9462289435f6/22UM1IM13098.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,21,Cinderella (feat. Ty Dolla $ign),Mac Miller,419944559,1137966332,2016-09-16,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/33/cc/4d/33cc4d85-e92a-b171-1b72-4dc882ce2359/093624918844.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,22,Boston,STELLA LEFTY,1641742186,1884403093,2026-03-27,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/7c/de/5e/7cde5e7a-612d-9714-d34c-1eb234c85ebb/810129961546.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,23,WAIT FOR U (feat. Drake & Tems),Future,128050210,1621119447,2022-04-29,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/65/f2/06/65f2067b-a8ea-239c-c219-8e0f0282dcea/196589073693.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,24,Ghetto Love Story,BabyChiefDoit,1696609280,6776325365,2026-06-12,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/80/46/b7/8046b7f7-5123-e65a-6463-e1d8818e67ef/840471815396.png/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,25,I’m Spent,Drake & Loe Shimmy,271256,6769551476,2026-05-15,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c4/3b/89/c43b8964-a24e-b396-bd65-e5b45cabe039/26UMGIM63616.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,26,What I Want,Morgan Wallen & Tate McRae,829142092,1802103975,2025-05-16,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1e/ef/26/1eef2600-29f4-5423-3052-26874afd2947/25UMGIM46050.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,27,Cowgirls (feat. ERNEST),Morgan Wallen,829142092,1818426110,2023-03-03,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/82/eb/b3/82ebb3c6-2bd4-31fd-0eb9-57667f3590e1/00602455239419_Cover.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,28,LIKE ME (feat. 42 Dugg & Lil Baby),Future,128050210,1621803969,2022-05-02,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/c1/27/d1/c127d12a-d259-dbd9-7d02-75056e376fb6/196589131805.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,29,Man I Need,Olivia Dean,1487253329,1817609509,2025-09-26,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/08/e2/21/08e22164-7c0b-1522-818f-e0e74f62dc49/25UMGIM69703.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,30,Thinkin’ Bout Me,Morgan Wallen,829142092,1818425528,2023-03-03,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/82/eb/b3/82ebb3c6-2bd4-31fd-0eb9-57667f3590e1/00602455239419_Cover.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,31,Best I Ever Had,Drake,271256,1452017954,2009-02-13,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/7e/b0/35/7eb0353b-8f25-32dd-5f5e-71d9ed700247/00602577524004.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,32,weren't for the wind,Ella Langley,1384373733,1770160814,2024-10-04,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/ef/f1/65/eff16551-2b83-202a-f923-a655a57c61b8/196872452563.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,33,I See Why,Moneybagg Yo,991187319,6789358230,2026-07-24,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/8c/e2/36/8ce236b1-fe13-2092-4b6a-146bbb543786/26UMGIM90109.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,34,Be By You,Luke Combs,815635315,1862634805,2026-02-13,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/4c/b6/e5/4cb6e5b1-2db0-88c0-f025-b79cad3b8fab/196873832111.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,35,Wasted On You,Morgan Wallen,829142092,1818469738,2021-01-08,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/68/05/ab/6805abb2-10d1-35cb-aa84-71386b285b7d/00602435514642_Cover.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,36,MORNING DEW (DONK),Beyoncé,1419227,6787303156,2026-07-04,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/3f/65/3d/3f653d87-197c-084c-dca2-0c6e0ca742c9/196874580721.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,37,I Got Better,Morgan Wallen,829142092,1802103972,2025-05-16,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/1e/ef/26/1eef2600-29f4-5423-3052-26874afd2947/25UMGIM46050.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,38,Whisper My Name,Drake,271256,6769568595,2026-05-15,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/35/b9/06/35b90629-a873-14f8-4789-ffc324960038/26UMGIM63614.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,39,Wants and Needs (feat. Lil Baby),Drake,271256,1556670532,2021-03-05,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/63/2a/34/632a3488-d104-3ff1-dc02-4ed86f58ed05/21UMGIM18577.rgb.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,40,March Madness,Future,128050210,1506297772,2015-03-21,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f4/5c/bc/f45cbc87-8e29-b069-39d8-71db2fc0d1e3/886448381211.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,41,Dai Dai,Shakira & Burna Boy,889327,6768469976,2026-05-14,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/61/49/8d/61498ded-f0dc-227d-cd1d-2051b5d9f195/196874328590.jpg/300x300bb.jpg,0,,,
2026-07-28,"Tue, 28 Jul 2026 00:14:52 +0000",us,42,"I Knew It, I Knew You (From ""Toy Story 5"")",Taylor Swift,159260351,6775527443,2026-06-05,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/34/35/6c/34356cb4-bd0b-3bac-b118-1a6d7264dc64/26UMGIM69942.rgb.jpg/300x300bb.jpg,0,,,
