date,country,agency,charted_tracks,chart_size,share_pct
2026-09-19,jp,(未登録K-pop),1,100,1.0
2026-09-19,jp,HYBE,2,100,2.0
2026-09-19,jp,OTHER,1,100,1.0
2026-09-19,kr,(未登録K-pop),41,100,41.0
2026-09-19,kr,HYBE,17,100,17.0
2026-09-19,kr,JYP,1,100,1.0
2026-09-19,kr,OTHER,9,100,9.0
2026-09-19,kr,SM,14,100,14.0
2026-09-19,kr,YG,3,100,3.0
