date,country,agency,charted_tracks,chart_size,share_pct
2026-08-10,jp,(未登録K-pop),1,100,1.0
2026-08-10,jp,HYBE,2,100,2.0
2026-08-10,jp,OTHER,1,100,1.0
2026-08-10,jp,SM,2,100,2.0
2026-08-10,kr,(未登録K-pop),29,100,29.0
2026-08-10,kr,HYBE,21,100,21.0
2026-08-10,kr,JYP,1,100,1.0
2026-08-10,kr,OTHER,11,100,11.0
2026-08-10,kr,SM,15,100,15.0
2026-08-10,kr,YG,4,100,4.0
