date,country,agency,charted_tracks,chart_size,share_pct
2026-09-16,jp,(未登録K-pop),1,100,1.0
2026-09-16,jp,HYBE,2,100,2.0
2026-09-16,jp,OTHER,1,100,1.0
2026-09-16,kr,(未登録K-pop),41,100,41.0
2026-09-16,kr,HYBE,18,100,18.0
2026-09-16,kr,JYP,1,100,1.0
2026-09-16,kr,OTHER,9,100,9.0
2026-09-16,kr,SM,14,100,14.0
2026-09-16,kr,YG,4,100,4.0
