date,country,agency,charted_tracks,chart_size,share_pct
2026-07-26,jp,(未登録K-pop),1,100,1.0
2026-07-26,jp,HYBE,1,100,1.0
2026-07-26,jp,SM,2,100,2.0
2026-07-26,kr,(未登録K-pop),31,100,31.0
2026-07-26,kr,HYBE,25,100,25.0
2026-07-26,kr,JYP,1,100,1.0
2026-07-26,kr,OTHER,7,100,7.0
2026-07-26,kr,SM,13,100,13.0
2026-07-26,kr,YG,3,100,3.0
