date,country,agency,charted_tracks,chart_size,share_pct
2026-09-01,jp,(未登録K-pop),1,100,1.0
2026-09-01,jp,HYBE,2,100,2.0
2026-09-01,jp,OTHER,1,100,1.0
2026-09-01,kr,(未登録K-pop),36,100,36.0
2026-09-01,kr,HYBE,21,100,21.0
2026-09-01,kr,JYP,1,100,1.0
2026-09-01,kr,OTHER,10,100,10.0
2026-09-01,kr,SM,13,100,13.0
2026-09-01,kr,YG,6,100,6.0
