date,country,agency,charted_tracks,chart_size,share_pct
2026-08-07,jp,(未登録K-pop),1,100,1.0
2026-08-07,jp,HYBE,2,100,2.0
2026-08-07,jp,OTHER,1,100,1.0
2026-08-07,jp,SM,2,100,2.0
2026-08-07,kr,(未登録K-pop),30,100,30.0
2026-08-07,kr,HYBE,22,100,22.0
2026-08-07,kr,JYP,1,100,1.0
2026-08-07,kr,OTHER,8,100,8.0
2026-08-07,kr,SM,17,100,17.0
2026-08-07,kr,YG,3,100,3.0
