date,country,agency,charted_tracks,chart_size,share_pct
2026-08-17,jp,(未登録K-pop),1,100,1.0
2026-08-17,jp,HYBE,2,100,2.0
2026-08-17,jp,OTHER,1,100,1.0
2026-08-17,jp,SM,2,100,2.0
2026-08-17,kr,(未登録K-pop),29,100,29.0
2026-08-17,kr,HYBE,19,100,19.0
2026-08-17,kr,JYP,1,100,1.0
2026-08-17,kr,OTHER,14,100,14.0
2026-08-17,kr,SM,17,100,17.0
2026-08-17,kr,YG,4,100,4.0
2026-08-17,us,HYBE,2,100,2.0
