date,country,agency,charted_tracks,chart_size,share_pct
2026-09-12,jp,(未登録K-pop),1,100,1.0
2026-09-12,jp,HYBE,2,100,2.0
2026-09-12,jp,OTHER,1,100,1.0
2026-09-12,kr,(未登録K-pop),43,100,43.0
2026-09-12,kr,HYBE,17,100,17.0
2026-09-12,kr,JYP,1,100,1.0
2026-09-12,kr,OTHER,9,100,9.0
2026-09-12,kr,SM,14,100,14.0
2026-09-12,kr,YG,5,100,5.0
