date,country,agency,charted_tracks,chart_size,share_pct
2026-07-27,jp,(未登録K-pop),1,100,1.0
2026-07-27,jp,HYBE,1,100,1.0
2026-07-27,jp,SM,2,100,2.0
2026-07-27,kr,(未登録K-pop),30,100,30.0
2026-07-27,kr,HYBE,25,100,25.0
2026-07-27,kr,JYP,1,100,1.0
2026-07-27,kr,OTHER,8,100,8.0
2026-07-27,kr,SM,14,100,14.0
2026-07-27,kr,YG,3,100,3.0
