date,country,agency,charted_tracks,chart_size,share_pct
2026-08-13,jp,(未登録K-pop),1,100,1.0
2026-08-13,jp,HYBE,2,100,2.0
2026-08-13,jp,OTHER,1,100,1.0
2026-08-13,jp,SM,2,100,2.0
2026-08-13,kr,(未登録K-pop),29,100,29.0
2026-08-13,kr,HYBE,20,100,20.0
2026-08-13,kr,JYP,1,100,1.0
2026-08-13,kr,OTHER,14,100,14.0
2026-08-13,kr,SM,17,100,17.0
2026-08-13,kr,YG,3,100,3.0
