date,country,agency,charted_tracks,chart_size,share_pct
2026-08-08,jp,(未登録K-pop),1,100,1.0
2026-08-08,jp,HYBE,2,100,2.0
2026-08-08,jp,OTHER,1,100,1.0
2026-08-08,jp,SM,2,100,2.0
2026-08-08,kr,(未登録K-pop),30,100,30.0
2026-08-08,kr,HYBE,21,100,21.0
2026-08-08,kr,JYP,1,100,1.0
2026-08-08,kr,OTHER,8,100,8.0
2026-08-08,kr,SM,18,100,18.0
2026-08-08,kr,YG,3,100,3.0
