date,country,agency,charted_tracks,chart_size,share_pct
2026-08-09,jp,(未登録K-pop),1,100,1.0
2026-08-09,jp,HYBE,2,100,2.0
2026-08-09,jp,OTHER,1,100,1.0
2026-08-09,jp,SM,2,100,2.0
2026-08-09,kr,(未登録K-pop),32,100,32.0
2026-08-09,kr,HYBE,21,100,21.0
2026-08-09,kr,JYP,1,100,1.0
2026-08-09,kr,OTHER,8,100,8.0
2026-08-09,kr,SM,15,100,15.0
2026-08-09,kr,YG,3,100,3.0
