rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_b1c403949666,Red Velvet,Surfin' Boy,SM,SM Entertainment,0.754295,116.0,116.0,0.0,1,325444,11052,144,2,apple_kr|line,WmxU6MqyQi4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tM2w1NnFqcDQ4aGdyJnM9anA2JnQ9bSZ1PTFsaDJlOWg3bzNkMDAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/bc/cd/10/bccd1053-e9f5-cbff-1cfd-23f83b726c99/888735956256.png/300x300bb.jpg,https://i.ytimg.com/vi/WmxU6MqyQi4/default.jpg
2,trk_0e208aef5f47,BLACKPINK,AS IF IT'S YOUR LAST,YG,YG Entertainment,0.701609,-24.0,40.0,64.0,0,1531280760,14265133,1647292,1,line,Amq-qlqbjYA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00Zjg3czU2M3ZkczloJnM9anA2JnQ9bSZ1PTFsMTF1MzRiODNoMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c19ca5737t0722f310/m470x470,https://i.ytimg.com/vi/Amq-qlqbjYA/default.jpg
3,trk_b691b07c1bc6,CORTIS,MOTION (feat. Juicy J),HYBE,BIGHIT MUSIC,0.654113,40.0,166.0,126.0,0,1060622,141150,1899,1,apple_kr,tC6TLI3qJ_w,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://yt3.ggpht.com/OlxYslxMgLCFB_XQazWI9j2r1BXK1LYeFMuS6bgm0eo4CxCmJTuA6eqNS9RNp8nptguWZop0lQ=s88-c-k-c0x00ffffff-no-rj,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/82/f9/a9/82f9a9b8-db69-6fec-3816-54a403297436/823375327356_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/LyTauqYrnyc/default.jpg
4,trk_fa777b16938a,TWS,SODA SODA,HYBE,PLEDIS Entertainment,0.631037,41.0,41.0,0.0,1,327499,19475,415,1,line,yHSukG3m0V4,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj05ZGY0a3Ztb20ycHUmcz1qcDYmdD1tJnU9MWlsOXZrcTQ4NDgwMCZpPTA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMzJmNGhwdWJ0YWQ4MiZzPWpwNiZ0PW0mdT0xbGo0aDNtbzgza2cwJmk9MA/m470x470,https://i.ytimg.com/vi/yHSukG3m0V4/default.jpg
5,trk_4a4c7d13a4b2,BABYMONSTER,DRIP,YG,YG Entertainment,0.625309,-36.0,69.0,105.0,0,395590319,3295434,134105,1,line,Zp-Jhuhq0bQ,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zM3VhMG9wYjNiZWQmcz1qcDYmdD1tJnU9MWY0YTFoMHVrMzlnMCZpPTA/m470x470,https://i.ytimg.com/vi/Zp-Jhuhq0bQ/default.jpg
6,trk_e13ef882cbb0,BABYMONSTER,PSYCHO,YG,YG Entertainment,0.618976,-6.0,18.0,24.0,0,92194265,480771,15096,1,line,yAXnEHFKKaY,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,https://i.ytimg.com/vi/yAXnEHFKKaY/default.jpg
7,trk_fe568dcd67e8,ILLIT,I Got Your Back,HYBE,BELIFT LAB,0.612598,8.0,159.0,151.0,0,5401547,225081,1715,1,apple_jp,RnerBUsjaUM,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a2/07/0e/a2070e8c-686c-26a9-2c8c-dfbd7586f7c4/26UMGIM79032.rgb.jpg/300x300bb.jpg,https://i.ytimg.com/vi/WdrmsLd_pgU/default.jpg
8,trk_69015eb1489e,BABYMONSTER,SUGAR HONEY ICE TEA,YG,YG Entertainment,0.595348,-35.0,67.0,102.0,0,122415600,1121491,90454,1,line,naoGk-Zjc1s,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0za2w2bjdlbDN0ZmFwJnM9anA2JnQ9bSZ1PTFrdG9sNmVwYzNjZzAmaT0w/m470x470,https://i.ytimg.com/vi/naoGk-Zjc1s/default.jpg
9,trk_cce67484bca4,BABYMONSTER,WE GO UP,YG,YG Entertainment,0.593813,-30.0,91.0,121.0,0,195515461,786353,38657,2,line|spaceshower,wlHwjkYpSr0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,https://i.ytimg.com/vi/o9V8HrgJgIg/default.jpg
10,trk_5a86d2db28fc,izna,METRONOME,OTHER,WakeOne,0.592292,0.0,29.0,29.0,0,12555021,149515,13271,1,spaceshower,NQRGAh7ukh8,,https://yt3.ggpht.com/GDw9Cpgb1d2ycbU2hqxd_L8XoALLk7vxhUHJvjfrIFXGDdILrNkbZMxhp9ZuNDX6Z39KJOnaCg=s88-c-k-c0x00ffffff-no-rj,,https://i.ytimg.com/vi/NQRGAh7ukh8/default.jpg
