rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_9abbb97064bc,BIGBANG,봄여름가을겨울 (Still Life),YG,YG Entertainment,0.858362,11.0,33.0,22.0,0,123015097,3323752,314655,1,apple_kr,eN5mG_yMDiM,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c9c3e19d12305t0ad291e6/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/f6/67/3a/f6673a7c-e2bc-8084-f8b6-523cad1ab277/BIGBANG_Still_Life.jpg/300x300bb.jpg,https://i.ytimg.com/vi/eN5mG_yMDiM/mqdefault.jpg
2,trk_22f5d1103e8f,BLACKPINK,GO,YG,YG Entertainment,0.808633,0.0,9.0,9.0,0,93394923,3814500,407402,1,spaceshower,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00Zjg3czU2M3ZkczloJnM9anA2JnQ9bSZ1PTFsMTF1MzRiODNoMDAmaT0w/m470x470,,https://i.ytimg.com/vi/2GJfWMYCWY0/mqdefault.jpg
3,trk_a80ee09b32f3,BTS,NORMAL,HYBE,BIGHIT MUSIC,0.710056,4.0,21.0,17.0,0,2142429,288194,11259,1,line,NySBAMooqOc,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zMTYxdWdqa2FzcHJuJnM9anA2JnQ9bSZ1PTFrNzVsZTJvODUwZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzdwMTYzZzQxNG90ZiZzPWpwNiZ0PW0mdT0xazc2bHM2MGc1OTAwJmk9MA/m470x470,https://i.ytimg.com/vi/bVgm4dy6Uxc/mqdefault.jpg
4,trk_11ba96ba83e7,BIGBANG,BiiiG,YG,YG Entertainment,0.702597,-4.0,336.0,340.0,0,14719154,682700,44639,2,apple_kr|line,L8ZnXgbyUuc,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c9c3e19d12305t0ad291e6/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c5/d9/3a/c5d93ab5-12ac-3800-c13d-e57b819b6d89/8809519881443_cover.png/300x300bb.jpg,https://i.ytimg.com/vi/L8ZnXgbyUuc/mqdefault.jpg
5,trk_2cf61031d727,ILLIT,jellyous,HYBE,BELIFT LAB,0.7,18.0,18.0,0.0,0,,,,1,line,utNShaAyNDU,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMjM5a2Jjc2ttODU1aCZzPWpwNiZ0PW0mdT0xaGU1MTcyZzgzZmcwJmk9MA/m470x470,https://i.ytimg.com/vi/utNShaAyNDU/default.jpg
6,trk_d4d46923b488,BTS,2.0,HYBE,BIGHIT MUSIC,0.699862,1.0,114.0,113.0,0,3342346,435044,18014,1,line,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zMTYxdWdqa2FzcHJuJnM9anA2JnQ9bSZ1PTFrNzVsZTJvODUwZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzdwMTYzZzQxNG90ZiZzPWpwNiZ0PW0mdT0xazc2bHM2MGc1OTAwJmk9MA/m470x470,https://i.ytimg.com/vi/rL4G9V7mbtg/mqdefault.jpg
7,trk_2b4640732bf3,fromis_9,Vitamin ME,HYBE,(旧PLEDIS→契約終了),0.674246,16.0,77.0,61.0,0,2987368,45123,680,1,apple_kr,sLk8zWUuYTA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://yt3.ggpht.com/NbXUWrLtSxZrb2PhQuAGJm00jr9cpIxOFYR_Ls-XEWB7lW_uCrbsqFtYfpHN7VxtZl7wBpbovQ=s88-c-k-c0x00ffffff-no-rj,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/db/44/03/db440319-e991-e392-c8a8-750cb0134206/191953562353.jpg/300x300bb.jpg,https://i.ytimg.com/vi/1WmfIhoOW4c/mqdefault.jpg
8,trk_0861b1f029fe,Hearts2Hearts,STYLE,SM,SM Entertainment,0.664748,27.0,168.0,141.0,0,,,,2,apple_kr|line,NLjMZJKMOIc,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tOWFtMGE5aHY2cmh2JnM9anA2JnQ9bSZ1PTFoZWNpMzJ0bzQwZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/05/f3/0b/05f30b30-22fb-3c21-c497-8fd8829f2004/888735952135.png/300x300bb.jpg,https://i.ytimg.com/vi/NLjMZJKMOIc/default.jpg
9,trk_4da487262df5,BLACKPINK,JUMP,YG,YG Entertainment,0.657944,6.0,91.0,85.0,0,927855,65525,3218,1,line,yQhbf7BW_wI,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00Zjg3czU2M3ZkczloJnM9anA2JnQ9bSZ1PTFsMTF1MzRiODNoMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj02ODc2c2lucWJnODdjJnM9anA2JnQ9bSZ1PTFoa3FvMXVwazNiMDAmaT0w/m470x470,https://i.ytimg.com/vi/yQhbf7BW_wI/mqdefault.jpg
10,trk_92d2f00a715a,NewJeans,Hype Boy,HYBE,ADOR,0.634532,25.0,189.0,164.0,0,,,,1,apple_kr,KrtYasOGibU,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zYWl1YTM2NDlnYzgyJnM9anA2JnQ9bSZ1PTFsbWVldmFpazU0ZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/4e/64/34/4e64344b-3ac6-c503-2c41-257a15401416/192641873096_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/KrtYasOGibU/default.jpg
11,trk_25273ee290f7,aespa,Supernova,SM,SM Entertainment,0.634532,13.0,19.0,6.0,0,,,,1,line,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c23b4b54a9896t137a3171/m470x470,
12,trk_37509f3caeb9,izna,DUMB HOT!,OTHER,WakeOne,0.631916,5.0,12.0,7.0,0,540520,37394,2171,1,line,_kxr2D8-tq8,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tM2IycTdxN2J0Nm1zNiZzPWpwNiZ0PW0mdT0xbGhldWVidXMzb2cwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tM2IycTdxN2J0Nm1zNiZzPWpwNiZ0PW0mdT0xbGhldWVidXMzb2cwJmk9MA/m470x470,https://i.ytimg.com/vi/_kxr2D8-tq8/mqdefault.jpg
