rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_b29c29173f84,KiiiKiii,Pop Off Pop Off,OTHER,Starship Entertainment,0.797409,305.0,305.0,0.0,1,491962,31280,306,2,apple_kr|line,HJSgp7YQkXQ,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,https://i.ytimg.com/vi/K5KWoMCgbjc/mqdefault.jpg
2,trk_c555c691638f,BIGBANG,BANG BANG BANG,YG,YG Entertainment,0.457041,7.0,54.0,47.0,0,845584121,8112919,422064,1,line,2ips2mM7Zqw,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c53601ad1t05d963f8/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c19cb5447t071f82d3/m470x470,https://i.ytimg.com/vi/2ips2mM7Zqw/mqdefault.jpg
3,trk_3a142cc144d6,BIGBANG,FANTASTIC BABY,YG,YG Entertainment,0.449937,8.0,71.0,63.0,0,671526914,5412806,422309,1,line,AAbokV76tkU,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c53601ad1t05d963f8/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj02bm1qdG43a2JndGpzJnM9anA2JnQ9bSZ1PTFnNm5hYWVubzRsMDAmaT0w/m470x470,https://i.ytimg.com/vi/AAbokV76tkU/mqdefault.jpg
4,trk_3baf9e2f00ac,KiiiKiii,Candy Pink Magic Hole Flip Phone,OTHER,Starship Entertainment,0.44016,171.0,171.0,0.0,0,36696,2293,134,1,apple_kr,Ta42YSMVePU,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,https://i.ytimg.com/vi/dk5BjcGsACo/mqdefault.jpg
5,trk_6f51c103dabb,aespa,Serenade (KARINA & WINTER),SM,SM Entertainment,0.439379,126.0,126.0,0.0,0,,,,2,apple_kr|line,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/cc/41/23/cc4123a6-c1c0-7e86-e44a-2f0cb1f0e081/aespa_aeXIS_2026_-F.jpg/300x300bb.jpg,
6,trk_70a272496938,KiiiKiii,Ever2Late!,OTHER,Starship Entertainment,0.436038,174.0,174.0,0.0,0,,,,1,apple_kr,G6uhnkDPca8,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,https://i.ytimg.com/vi/G6uhnkDPca8/default.jpg
7,trk_97677c9568f5,ZEROBASEONE,イグジステンス,OTHER,WakeOne,0.424344,146.0,146.0,0.0,1,,,,1,line,,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0yczZ0ZGt0a3UwM3VqJnM9anA2JnQ9bSZ1PTFsZm4ycWliZzN0MDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0yczZ0ZGt0a3UwM3VqJnM9anA2JnQ9bSZ1PTFsZm4ycWliZzN0MDAmaT0w/m470x470,
8,trk_e13ef882cbb0,BABYMONSTER,PSYCHO,YG,YG Entertainment,0.423223,13.0,25.0,12.0,0,211178269,1560850,68049,1,line,yAXnEHFKKaY,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,https://i.ytimg.com/vi/yd_uG3TtREs/mqdefault.jpg
9,trk_70c86e99b6fa,KiiiKiii,SWEET SOUR,OTHER,Starship Entertainment,0.404296,155.0,155.0,0.0,0,,,,1,apple_kr,,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,
10,trk_cce67484bca4,BABYMONSTER,WE GO UP,YG,YG Entertainment,0.393683,3.0,116.0,113.0,0,220915950,1428963,100416,2,line|spaceshower,wlHwjkYpSr0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,https://i.ytimg.com/vi/wlHwjkYpSr0/mqdefault.jpg
11,trk_a7032e8e6f36,BABYMONSTER,춤 (CHOOM),YG,YG Entertainment,0.390227,0.0,175.0,175.0,0,178255108,1531878,108466,2,line|spaceshower,U_jAcFKeY_c,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0ydnVqYjJqa2RjYmplJnM9anA2JnQ9bSZ1PTFramNyYnYyODRvMDAmaT0w/m470x470,https://i.ytimg.com/vi/x3eqqoZPV_E/mqdefault.jpg
12,trk_69015eb1489e,BABYMONSTER,SUGAR HONEY ICE TEA,YG,YG Entertainment,0.386777,4.0,101.0,97.0,0,124883822,1135475,90712,1,line,naoGk-Zjc1s,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0za2w2bjdlbDN0ZmFwJnM9anA2JnQ9bSZ1PTFrdG9sNmVwYzNjZzAmaT0w/m470x470,https://i.ytimg.com/vi/naoGk-Zjc1s/mqdefault.jpg
13,trk_df78abcac274,BTS,Come Over,HYBE,BIGHIT MUSIC,0.379228,-4.0,18.0,22.0,0,14616226,1078843,70874,1,line,MEoxtFRfPoc,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zMTYxdWdqa2FzcHJuJnM9anA2JnQ9bSZ1PTFrNzVsZTJvODUwZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zOXNpMTBpcnBqcmJxJnM9anA2JnQ9bSZ1PTFsMjdyZzN1ODViZzAmaT0w/m470x470,https://i.ytimg.com/vi/MEoxtFRfPoc/mqdefault.jpg
14,trk_2db6112874b5,KiiiKiii,Hey Hi,OTHER,Starship Entertainment,0.377566,139.0,139.0,0.0,0,,,,1,apple_kr,,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,
