rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_bb61d3b5b260,LE SSERAFIM,Made My Night,HYBE,SOURCE MUSIC,0.815042,70.0,135.0,65.0,0,1475161,89964,483,1,line,ntqztWNtoT0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zZGQyNWdxdDJkNnBuJnM9anA2JnQ9bSZ1PTFsc3Z0ZGY0MDQ2ZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj03aGlwbTZoaDJmNm9mJnM9anA2JnQ9bSZ1PTFsdmgxcjk4ODRtZzAmaT0w/m470x470,https://i.ytimg.com/vi/6bjlx1q6ZTI/mqdefault.jpg
2,trk_22f5d1103e8f,BLACKPINK,GO,YG,YG Entertainment,0.721591,0.0,24.0,24.0,0,94733337,3825286,408926,1,spaceshower,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00Zjg3czU2M3ZkczloJnM9anA2JnQ9bSZ1PTFsMTF1MzRiODNoMDAmaT0w/m470x470,,https://i.ytimg.com/vi/2GJfWMYCWY0/mqdefault.jpg
3,trk_9abbb97064bc,BIGBANG,봄여름가을겨울 (Still Life),YG,YG Entertainment,0.68008,-9.0,64.0,73.0,0,123314918,3324229,314678,1,apple_kr,eN5mG_yMDiM,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c9c3e19d12305t0ad291e6/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/f6/67/3a/f6673a7c-e2bc-8084-f8b6-523cad1ab277/BIGBANG_Still_Life.jpg/300x300bb.jpg,https://i.ytimg.com/vi/eN5mG_yMDiM/mqdefault.jpg
4,trk_b7dc211cb266,NewJeans,Ditto,HYBE,ADOR,0.646735,3.0,3.0,0.0,0,5472292,452468,2638,1,line,Km71Rr9K-Bw,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zYWl1YTM2NDlnYzgyJnM9anA2JnQ9bSZ1PTFsbWVldmFpazU0ZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/ce9a222e04805t10cddf22/m470x470,https://i.ytimg.com/vi/dDSUDd5cwUM/mqdefault.jpg
5,trk_d4d46923b488,BTS,2.0,HYBE,BIGHIT MUSIC,0.610287,-1.0,113.0,114.0,0,3417167,436476,18017,1,line,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zMTYxdWdqa2FzcHJuJnM9anA2JnQ9bSZ1PTFrNzVsZTJvODUwZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzdwMTYzZzQxNG90ZiZzPWpwNiZ0PW0mdT0xazc2bHM2MGc1OTAwJmk9MA/m470x470,https://i.ytimg.com/vi/rL4G9V7mbtg/mqdefault.jpg
6,trk_a7032e8e6f36,BABYMONSTER,춤 (CHOOM),YG,YG Entertainment,0.588794,1.0,118.0,117.0,0,4456814,206671,1497,2,line|spaceshower,U_jAcFKeY_c,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNTFrdmNmY2xhNmJoayZzPWpwNiZ0PW0mdT0xa2hwNG9uODA0cTAwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0ydnVqYjJqa2RjYmplJnM9anA2JnQ9bSZ1PTFramNyYnYyODRvMDAmaT0w/m470x470,https://i.ytimg.com/vi/u0HBCGjJvFY/mqdefault.jpg
7,trk_c3328a495e10,Hearts2Hearts,Moonride,SM,SM Entertainment,0.582286,4.0,202.0,198.0,0,2499994,146263,13669,1,apple_kr,gNUMxMuxH20,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNTZkcmcwZzZlZHA1diZzPWpwNiZ0PW0mdT0xbGwxMDQ1MWM1OWcwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/28/81/dc/2881dcb9-7d24-dad1-7a03-cb3c3e23193b/888735956782.png/300x300bb.jpg,https://i.ytimg.com/vi/gNUMxMuxH20/mqdefault.jpg
8,trk_41908562b1e2,Hearts2Hearts,Lemon Tang,SM,SM Entertainment,0.569689,1.0,277.0,276.0,0,4029942,159221,1859,2,apple_kr|spaceshower,wrdkAIreor4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNTZkcmcwZzZlZHA1diZzPWpwNiZ0PW0mdT0xbGwxMDQ1MWM1OWcwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/00/a4/c1/00a4c1fb-c2c9-83c9-af2e-44cb5da80bc4/888735956140.png/300x300bb.jpg,https://i.ytimg.com/vi/d3BXbZfXCuU/mqdefault.jpg
9,trk_abe3185bdab1,NCT WISH,BOY MEETS GIRL,SM,SM Entertainment,0.563648,14.0,59.0,45.0,0,1487007,30137,857,1,line,25mtgbb3xXs,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNjFyOHJycmNjMzBmNSZzPWpwNiZ0PW0mdT0xbDd2MWF1NTg0dWcwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/71/b9/4d/71b94d3e-fd49-df90-4bb4-9503af8eb31a/Digital_Cover_NCT_WISH_BOY_MEETS_GIRL_FIX_3000x3000.jpg/300x300bb.jpg,https://i.ytimg.com/vi/-Dnmyrk0uxI/mqdefault.jpg
10,trk_a80ee09b32f3,BTS,NORMAL,HYBE,BIGHIT MUSIC,0.555377,-11.0,1.0,12.0,0,2263979,291349,11380,1,line,NySBAMooqOc,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zMTYxdWdqa2FzcHJuJnM9anA2JnQ9bSZ1PTFrNzVsZTJvODUwZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzdwMTYzZzQxNG90ZiZzPWpwNiZ0PW0mdT0xazc2bHM2MGc1OTAwJmk9MA/m470x470,https://i.ytimg.com/vi/bVgm4dy6Uxc/mqdefault.jpg
