rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_c3328a495e10,Hearts2Hearts,Moonride,SM,SM Entertainment,0.868091,198.0,198.0,0.0,0,2014095,133890,11829,1,apple_kr,gNUMxMuxH20,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tOWFtMGE5aHY2cmh2JnM9anA2JnQ9bSZ1PTFoZWNpMzJ0bzQwZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/28/81/dc/2881dcb9-7d24-dad1-7a03-cb3c3e23193b/888735956782.png/300x300bb.jpg,https://i.ytimg.com/vi/gNUMxMuxH20/mqdefault.jpg
2,trk_69c5375146af,ATEEZ,BAD,OTHER,KQ Entertainment,0.703553,131.0,555.0,424.0,0,9109958,317820,4714,3,apple_jp|apple_kr|line,z0s8bjdJbKI,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNWtiMmVqamt2cHJrdiZzPWpwNiZ0PW0mdT0xbDZtZ2p2YXM0azAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/84/f5/fb/84f5fb23-0194-b302-15f7-e768c9029a28/26UMGIM64142.rgb.jpg/300x300bb.jpg,https://i.ytimg.com/vi/oP8W59L4NFA/mqdefault.jpg
3,trk_5eeb53e07d6b,ILLIT,It's Me,HYBE,BELIFT LAB,0.624167,172.0,678.0,506.0,0,,,,3,apple_jp|apple_kr|line,a9NDoFxm_1w,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cc/76/26/cc76262a-dc2e-0746-ed85-070a56d23d40/26UMGIM46377.rgb.jpg/300x300bb.jpg,https://i.ytimg.com/vi/a9NDoFxm_1w/default.jpg
4,trk_bb61d3b5b260,LE SSERAFIM,Made My Night,HYBE,SOURCE MUSIC,0.598735,65.0,65.0,0.0,1,2273210,107425,454,1,line,ntqztWNtoT0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0zZGQyNWdxdDJkNnBuJnM9anA2JnQ9bSZ1PTFsc3Z0ZGY0MDQ2ZzAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj03aGlwbTZoaDJmNm9mJnM9anA2JnQ9bSZ1PTFsdmgxcjk4ODRtZzAmaT0w/m470x470,https://i.ytimg.com/vi/ntqztWNtoT0/mqdefault.jpg
5,trk_eb6140f31bc0,TUIDE,SUN KISS,HYBE,ABD,0.577117,99.0,297.0,198.0,0,1839552,145120,2039,1,apple_kr,3Whid6DLrjA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xM3RjMW9iMG44ZHJwJnM9anA2JnQ9bSZ1PTFsb25uYmxwYzUwZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/f2/a0/02/f2a00270-a846-b0aa-65b3-91bc94442e10/823375310600_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/SKTUiIPayZo/mqdefault.jpg
6,trk_9abbb97064bc,BIGBANG,봄여름가을겨울 (Still Life),YG,YG Entertainment,0.572413,53.0,73.0,20.0,0,123231129,3324060,314672,1,apple_kr,eN5mG_yMDiM,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c9c3e19d12305t0ad291e6/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/f6/67/3a/f6673a7c-e2bc-8084-f8b6-523cad1ab277/BIGBANG_Still_Life.jpg/300x300bb.jpg,https://i.ytimg.com/vi/eN5mG_yMDiM/mqdefault.jpg
7,trk_41908562b1e2,Hearts2Hearts,Lemon Tang,SM,SM Entertainment,0.57241,91.0,302.0,211.0,0,6997194,219239,1489,2,apple_kr|spaceshower,wrdkAIreor4,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tOWFtMGE5aHY2cmh2JnM9anA2JnQ9bSZ1PTFoZWNpMzJ0bzQwZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/00/a4/c1/00a4c1fb-c2c9-83c9-af2e-44cb5da80bc4/888735956140.png/300x300bb.jpg,https://i.ytimg.com/vi/4C8tW8hm8S0/mqdefault.jpg
8,trk_b29c29173f84,KiiiKiii,Pop Off Pop Off,OTHER,Starship Entertainment,0.56043,98.0,328.0,230.0,0,2653583,95023,1020,2,apple_kr|spaceshower,HJSgp7YQkXQ,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,https://i.ytimg.com/vi/evyU5Swa0ec/mqdefault.jpg
9,trk_d794c093112b,ENHYPEN,Bloody Paradise,HYBE,BELIFT LAB,0.523275,79.0,422.0,343.0,0,2183714,163080,1827,3,apple_kr|line|spaceshower,gGL8owj6H4Q,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMTh0MXJhdWsxa2pyaiZzPWpwNiZ0PW0mdT0xZTB0N3A3N2czYWcwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/9e/f2/dc/9ef2dc16-eefd-7cad-3d74-adbd0e394991/823375232841_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/48op55Mf69k/mqdefault.jpg
10,trk_42ade9a07a70,aespa,LEMONADE,SM,SM Entertainment,0.515094,87.0,425.0,338.0,0,2121064,67314,334,3,apple_kr|line|spaceshower,C73S1kyygTE,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/00/1d/e6/001de64e-c2f1-fd4b-3604-3d2e16641968/888735955211.png/300x300bb.jpg,https://i.ytimg.com/vi/Lk1YqXVdeWs/mqdefault.jpg
