rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_b29c29173f84,KiiiKiii,Pop Off Pop Off,OTHER,Starship Entertainment,0.788183,176.0,176.0,0.0,1,361547,24076,262,2,apple_kr|line,HJSgp7YQkXQ,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNzFxa2dncDRncGgwYyZzPWpwNiZ0PW0mdT0xbGpzMXIxbm81NjAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/78/84/f3/7884f392-c186-f234-fc2a-7a7b5edeb9ba/cover_KM0025032_1.jpg/300x300bb.jpg,https://i.ytimg.com/vi/K5KWoMCgbjc/mqdefault.jpg
2,trk_3a142cc144d6,BIGBANG,FANTASTIC BABY,YG,YG Entertainment,0.593131,14.0,73.0,59.0,0,671455940,5412434,422435,1,line,AAbokV76tkU,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c53601ad1t05d963f8/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj02bm1qdG43a2JndGpzJnM9anA2JnQ9bSZ1PTFnNm5hYWVubzRsMDAmaT0w/m470x470,https://i.ytimg.com/vi/AAbokV76tkU/mqdefault.jpg
3,trk_c555c691638f,BIGBANG,BANG BANG BANG,YG,YG Entertainment,0.577705,6.0,54.0,48.0,0,845452491,8112269,422070,1,line,2ips2mM7Zqw,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c53601ad1t05d963f8/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c19cb5447t071f82d3/m470x470,https://i.ytimg.com/vi/2ips2mM7Zqw/mqdefault.jpg
4,trk_6f51c103dabb,aespa,Serenade (KARINA & WINTER),SM,SM Entertainment,0.537049,75.0,75.0,0.0,0,,,,2,apple_kr|line,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/cc/41/23/cc4123a6-c1c0-7e86-e44a-2f0cb1f0e081/aespa_aeXIS_2026_-F.jpg/300x300bb.jpg,
5,trk_97677c9568f5,ZEROBASEONE,イグジステンス,OTHER,WakeOne,0.520984,97.0,97.0,0.0,1,,,,1,line,,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0yczZ0ZGt0a3UwM3VqJnM9anA2JnQ9bSZ1PTFsZm4ycWliZzN0MDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0yczZ0ZGt0a3UwM3VqJnM9anA2JnQ9bSZ1PTFsZm4ycWliZzN0MDAmaT0w/m470x470,
6,trk_19ee60453062,Stray Kids,This & That,JYP,JYP Entertainment,0.515127,48.0,147.0,99.0,0,818432,172063,6412,1,line,PPQMeDDzKvs,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/JYP_Entertainment_logo.svg/langko-330px-JYP_Entertainment_logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tM21sZ2duNXU5NDFuOSZzPWpwNiZ0PW0mdT0xbGdrbnBxdm81YmcwJmk9MA/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00dHVhcDRvbHYyZm1jJnM9anA2JnQ9bSZ1PTFsZjYyMWllazRjZzAmaT0w/m470x470,https://i.ytimg.com/vi/u4BeWPRVeTI/mqdefault.jpg
7,trk_e13ef882cbb0,BABYMONSTER,PSYCHO,YG,YG Entertainment,0.504403,-2.0,17.0,19.0,0,210906627,1559570,68013,1,line,yAXnEHFKKaY,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,https://i.ytimg.com/vi/yd_uG3TtREs/mqdefault.jpg
8,trk_69015eb1489e,BABYMONSTER,SUGAR HONEY ICE TEA,YG,YG Entertainment,0.503852,5.0,101.0,96.0,0,124599669,1133955,90687,1,line,naoGk-Zjc1s,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0za2w2bjdlbDN0ZmFwJnM9anA2JnQ9bSZ1PTFrdG9sNmVwYzNjZzAmaT0w/m470x470,https://i.ytimg.com/vi/naoGk-Zjc1s/mqdefault.jpg
9,trk_cce67484bca4,BABYMONSTER,WE GO UP,YG,YG Entertainment,0.503279,2.0,116.0,114.0,0,220804251,1428289,100410,2,line|spaceshower,wlHwjkYpSr0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj01bDkzYXA2cnBpM2VoJnM9anA2JnQ9bSZ1PTFpZnUyZnRybzR0MDAmaT0w/m470x470,https://i.ytimg.com/vi/wlHwjkYpSr0/mqdefault.jpg
10,trk_a7032e8e6f36,BABYMONSTER,춤 (CHOOM),YG,YG Entertainment,0.495631,0.0,175.0,175.0,0,177889127,1530162,108436,2,line|spaceshower,U_jAcFKeY_c,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xdWJwNWVqcWFsZXFjJnM9anA2JnQ9bSZ1PTFoaWk5YTRxczNrMDAmaT0w/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0ydnVqYjJqa2RjYmplJnM9anA2JnQ9bSZ1PTFramNyYnYyODRvMDAmaT0w/m470x470,https://i.ytimg.com/vi/x3eqqoZPV_E/mqdefault.jpg
