date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-06,2026-09-06,(未登録),5,50,10.0
2026-09-06,2026-09-06,HYBE,19,50,38.0
2026-09-06,2026-09-06,JYP,3,50,6.0
2026-09-06,2026-09-06,OTHER,5,50,10.0
2026-09-06,2026-09-06,SM,6,50,12.0
2026-09-06,2026-09-06,YG,12,50,24.0
