date,chart_date,agency,charted_tracks,chart_size,share_pct
2026-09-05,2026-09-05,(未登録),5,50,10.0
2026-09-05,2026-09-05,HYBE,19,50,38.0
2026-09-05,2026-09-05,JYP,3,50,6.0
2026-09-05,2026-09-05,OTHER,4,50,8.0
2026-09-05,2026-09-05,SM,7,50,14.0
2026-09-05,2026-09-05,YG,12,50,24.0
